date,日期,星期,year,month,is_weekend,is_holiday,season,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级,东北虎林园,全部词条,pre_hot,ma5_hot,ma10_hot,冰雪大世界,北方森林动物园,哈尔滨伏尔加庄园,哈尔滨文化公园,哈尔滨旅游,哈尔滨极地馆,小土豆,尔滨,沙糖桔,萧红故居,龙塔,客流,pre_flow,ma5_flow,ma10_flow
492,2023-05-07,7,2023,5,1,1,2,21.0,7.0,2,1,8,2,63,2,249.0,1873.0,1829.0,2042.6,2895.8,244.0,159.0,143.0,169.0,263.0,243.0,0.0,0.0,0.0,86.0,317.0,47.01,39.48,40.066,52.254000000000005
493,2023-05-08,1,2023,5,0,0,2,18.0,5.0,2,1,8,4,50,1,191.0,1806.0,1873.0,1901.2,2776.3,273.0,171.0,142.0,93.0,275.0,224.0,0.0,0.0,0.0,158.0,279.0,31.36,47.01,36.194,52.471
494,2023-05-09,2,2023,5,0,0,2,17.0,2.0,1,1,8,5,32,1,223.0,1831.0,1806.0,1849.8,2605.9,289.0,167.0,132.0,100.0,271.0,216.0,0.0,0.0,0.0,161.0,272.0,31.23,31.36,36.370000000000005,50.751000000000005
495,2023-05-10,3,2023,5,0,0,2,18.0,3.0,1,1,1,2,40,1,221.0,1864.0,1831.0,1840.6,2365.1,300.0,175.0,91.0,95.0,289.0,227.0,0.0,0.0,0.0,174.0,292.0,35.07,31.23,36.83,48.255
496,2023-05-11,4,2023,5,0,0,2,24.0,11.0,1,2,6,2,66,2,215.0,1862.0,1864.0,1847.2,2091.9,313.0,187.0,133.0,99.0,254.0,229.0,0.0,0.0,0.0,148.0,284.0,36.19,35.07,36.172,40.753
497,2023-05-12,5,2023,5,0,0,2,22.0,13.0,2,5,5,4,52,2,192.0,1819.0,1862.0,1836.4,1939.5,260.0,110.0,130.0,170.0,270.0,271.0,0.0,0.0,0.0,157.0,259.0,31.91,36.19,33.152,36.608999999999995
498,2023-05-13,6,2023,5,1,1,2,21.0,10.0,3,2,6,4,42,1,231.0,1709.0,1819.0,1817.0,1859.1,220.0,154.0,83.0,161.0,262.0,238.0,0.0,0.0,0.0,87.0,273.0,43.39,31.91,35.55800000000001,35.876
499,2023-05-14,7,2023,5,1,1,2,25.0,13.0,1,8,6,3,41,1,240.0,1783.0,1709.0,1807.4,1828.6,258.0,134.0,155.0,115.0,284.0,211.0,0.0,0.0,0.0,99.0,287.0,47.7,43.39,38.852,37.611
500,2023-05-15,1,2023,5,0,0,2,19.0,6.0,2,2,7,4,41,1,206.0,1844.0,1783.0,1803.4,1822.0,243.0,187.0,150.0,117.0,289.0,229.0,0.0,0.0,0.0,152.0,271.0,30.93,47.7,38.024,37.42700000000001
501,2023-05-16,2,2023,5,0,0,2,12.0,5.0,2,2,2,3,46,1,197.0,1766.0,1844.0,1784.2,1815.7,245.0,182.0,149.0,128.0,260.0,211.0,0.0,0.0,0.0,150.0,244.0,27.63,30.93,36.312,36.242
502,2023-05-17,3,2023,5,0,0,2,22.0,6.0,2,1,7,2,43,1,211.0,1856.0,1766.0,1791.6,1814.0,253.0,149.0,137.0,173.0,266.0,241.0,0.0,0.0,0.0,156.0,270.0,36.18,27.63,37.166,35.159000000000006
503,2023-05-18,4,2023,5,0,0,2,24.0,9.0,1,1,6,3,51,2,204.0,1943.0,1856.0,1838.4,1827.7,241.0,180.0,170.0,180.0,283.0,246.0,0.0,0.0,0.0,156.0,283.0,36.55,36.18,35.798,35.678
504,2023-05-19,5,2023,5,0,0,2,25.0,14.0,1,8,4,3,48,1,198.0,1792.0,1943.0,1840.2,1823.8,254.0,123.0,151.0,157.0,259.0,223.0,0.0,0.0,0.0,158.0,269.0,36.59,36.55,33.576,36.214
505,2023-05-20,6,2023,5,1,1,2,18.0,8.0,5,2,6,4,327,6,204.0,1777.0,1792.0,1826.8,1815.1,233.0,145.0,96.0,178.0,261.0,231.0,0.0,0.0,0.0,154.0,275.0,40.74,36.59,35.538,36.781
506,2023-05-21,7,2023,5,1,1,2,19.0,8.0,6,1,8,3,212,5,211.0,1636.0,1777.0,1800.8,1792.5,244.0,143.0,73.0,99.0,234.0,228.0,0.0,0.0,0.0,84.0,320.0,36.21,40.74,37.254,36.783
507,2023-05-22,1,2023,5,0,0,2,23.0,9.0,1,1,8,3,38,1,210.0,1681.0,1636.0,1765.8,1778.7,243.0,109.0,138.0,100.0,246.0,225.0,0.0,0.0,0.0,152.0,258.0,35.52,36.21,37.122,37.144
508,2023-05-23,2,2023,5,0,0,2,26.0,18.0,1,2,6,3,59,2,213.0,1645.0,1681.0,1706.2,1772.3,248.0,112.0,140.0,112.0,279.0,213.0,0.0,0.0,0.0,93.0,235.0,36.32,35.52,37.076,36.437
509,2023-05-24,3,2023,5,0,0,2,30.0,19.0,2,2,6,5,62,2,222.0,1861.0,1645.0,1720.0,1780.1,253.0,227.0,145.0,108.0,295.0,215.0,0.0,0.0,0.0,148.0,248.0,36.41,36.32,37.04,35.308
510,2023-05-25,4,2023,5,0,0,2,24.0,14.0,2,8,6,5,84,2,211.0,1928.0,1861.0,1750.2,1788.5,241.0,230.0,168.0,165.0,254.0,241.0,0.0,0.0,0.0,170.0,248.0,30.05,36.41,34.902,35.22
511,2023-05-26,5,2023,5,0,0,2,25.0,10.0,2,2,7,4,42,1,187.0,1861.0,1928.0,1795.2,1798.0,241.0,227.0,177.0,180.0,238.0,220.0,0.0,0.0,0.0,153.0,238.0,38.38,30.05,35.336,36.295
512,2023-05-27,6,2023,5,1,1,2,24.0,12.0,2,2,6,3,32,1,214.0,1890.0,1861.0,1837.0,1801.4,237.0,232.0,87.0,200.0,267.0,221.0,0.0,0.0,0.0,154.0,278.0,48.52,38.38,37.936,37.529
513,2023-05-28,7,2023,5,1,1,2,22.0,11.0,1,1,8,3,33,1,151.0,1821.0,1890.0,1872.2,1789.2,269.0,231.0,89.0,134.0,288.0,214.0,0.0,0.0,0.0,174.0,271.0,46.61,48.52,39.99400000000001,38.535
514,2023-05-29,1,2023,5,0,0,2,23.0,10.0,1,1,8,3,25,1,217.0,1979.0,1821.0,1895.8,1807.9,277.0,170.0,191.0,165.0,320.0,230.0,0.0,0.0,0.0,155.0,254.0,35.35,46.61,39.782,38.411
515,2023-05-30,2,2023,5,0,0,2,23.0,10.0,1,1,8,2,29,1,200.0,1939.0,1979.0,1898.0,1824.1,271.0,234.0,194.0,121.0,270.0,244.0,0.0,0.0,0.0,144.0,261.0,37.98,35.35,41.368,38.135
516,2023-05-31,3,2023,5,0,0,2,26.0,13.0,2,8,6,4,48,1,215.0,1863.0,1939.0,1898.4,1846.8,242.0,233.0,166.0,110.0,281.0,253.0,0.0,0.0,0.0,84.0,279.0,35.95,37.98,40.882,38.109
517,2023-06-01,4,2023,6,0,0,3,22.0,11.0,2,1,1,1,47,1,202.0,1874.0,1863.0,1895.2,1866.1,268.0,228.0,150.0,144.0,244.0,271.0,0.0,0.0,0.0,102.0,265.0,46.08,35.95,40.394,39.165000000000006
518,2023-06-02,5,2023,6,0,0,3,23.0,12.0,5,2,8,3,39,1,216.0,1857.0,1874.0,1902.4,1887.3,257.0,194.0,160.0,119.0,317.0,244.0,0.0,0.0,0.0,89.0,261.0,35.73,46.08,38.218,39.10600000000001
519,2023-06-03,6,2023,6,1,1,3,22.0,11.0,2,2,8,4,23,1,214.0,1840.0,1857.0,1874.6,1885.2,243.0,260.0,95.0,108.0,278.0,183.0,0.0,0.0,0.0,169.0,290.0,44.21,35.73,39.989999999999995,39.886
520,2023-06-04,7,2023,6,1,1,3,26.0,13.0,2,1,8,3,25,1,218.0,1834.0,1840.0,1853.6,1875.8,246.0,179.0,176.0,131.0,273.0,159.0,0.0,0.0,0.0,164.0,288.0,47.47,44.21,41.888,41.628
521,2023-06-05,1,2023,6,0,0,3,26.0,15.0,8,2,6,2,30,1,188.0,1885.0,1834.0,1858.0,1878.2,248.0,179.0,181.0,178.0,311.0,263.0,0.0,0.0,0.0,93.0,244.0,36.53,47.47,42.004,41.443
522,2023-06-06,2,2023,6,0,0,3,25.0,16.0,8,2,8,3,32,1,211.0,1740.0,1885.0,1831.2,1863.2,233.0,132.0,95.0,165.0,311.0,243.0,0.0,0.0,0.0,93.0,257.0,38.26,36.53,40.44,40.417
523,2023-06-07,3,2023,6,0,0,3,26.0,14.0,3,2,6,3,40,1,207.0,2035.0,1740.0,1866.8,1884.6,265.0,192.0,174.0,165.0,331.0,238.0,0.0,0.0,0.0,150.0,313.0,38.4,38.26,40.974,39.596
524,2023-06-08,4,2023,6,0,0,3,26.0,14.0,2,2,6,3,27,1,222.0,1937.0,2035.0,1886.2,1880.4,256.0,154.0,178.0,173.0,344.0,233.0,0.0,0.0,0.0,73.0,304.0,39.31,38.4,39.994,39.992
525,2023-06-09,5,2023,6,0,0,3,24.0,14.0,8,2,4,2,31,1,219.0,1858.0,1937.0,1891.0,1872.3,268.0,204.0,93.0,83.0,330.0,219.0,0.0,0.0,0.0,148.0,294.0,35.87,39.31,37.674,39.781
526,2023-06-10,6,2023,6,1,1,3,24.0,14.0,2,2,4,2,37,1,238.0,1740.0,1858.0,1862.0,1860.0,243.0,152.0,112.0,99.0,272.0,243.0,0.0,0.0,0.0,95.0,286.0,49.68,35.87,40.304,41.154
527,2023-06-11,7,2023,6,1,1,3,21.0,15.0,2,2,4,3,40,1,212.0,1906.0,1740.0,1895.2,1863.2,255.0,155.0,160.0,105.0,344.0,255.0,0.0,0.0,0.0,78.0,342.0,43.21,49.68,41.294,40.867
528,2023-06-12,1,2023,6,0,0,3,23.0,14.0,2,2,4,1,34,1,238.0,1851.0,1906.0,1858.4,1862.6,265.0,118.0,173.0,105.0,340.0,236.0,0.0,0.0,0.0,87.0,289.0,38.87,43.21,41.388,41.181
529,2023-06-13,2,2023,6,0,0,3,28.0,18.0,2,1,1,1,54,2,251.0,2050.0,1851.0,1881.0,1883.6,268.0,163.0,198.0,165.0,389.0,252.0,0.0,0.0,0.0,97.0,267.0,41.17,38.87,41.760000000000005,40.876999999999995
530,2023-06-14,3,2023,6,0,0,3,29.0,19.0,2,2,6,3,48,1,222.0,1982.0,2050.0,1905.8,1898.4,244.0,108.0,204.0,167.0,367.0,259.0,0.0,0.0,0.0,140.0,271.0,40.94,41.17,42.774,40.224
531,2023-06-15,4,2023,6,0,0,3,31.0,19.0,2,2,6,3,63,2,228.0,1799.0,1982.0,1917.6,1889.8,248.0,156.0,80.0,151.0,349.0,231.0,0.0,0.0,0.0,87.0,269.0,41.13,40.94,41.064,40.684
532,2023-06-16,5,2023,6,0,0,3,31.0,19.0,2,2,8,3,42,1,204.0,1964.0,1799.0,1929.2,1912.2,268.0,164.0,178.0,158.0,342.0,250.0,0.0,0.0,0.0,146.0,254.0,42.52,41.13,40.926,41.11
533,2023-06-17,6,2023,6,1,1,3,26.0,17.0,2,1,2,2,26,1,205.0,1910.0,1964.0,1941.0,1899.7,246.0,157.0,117.0,165.0,334.0,256.0,0.0,0.0,0.0,145.0,285.0,52.05,42.52,43.562,42.475
534,2023-06-18,7,2023,6,1,1,3,27.0,18.0,2,1,2,3,34,1,223.0,1922.0,1910.0,1915.4,1898.2,244.0,157.0,191.0,108.0,359.0,263.0,0.0,0.0,0.0,110.0,267.0,48.52,52.05,45.032,43.396
535,2023-06-19,1,2023,6,0,0,3,32.0,20.0,2,8,4,2,57,2,200.0,1952.0,1922.0,1909.4,1907.6,250.0,174.0,185.0,100.0,358.0,278.0,0.0,0.0,0.0,142.0,265.0,38.72,48.52,44.588,43.681
536,2023-06-20,2,2023,6,0,0,3,26.0,17.0,6,8,6,3,41,1,222.0,2023.0,1952.0,1954.2,1935.9,309.0,105.0,189.0,91.0,389.0,307.0,0.0,0.0,0.0,152.0,259.0,31.27,38.72,42.616,41.84
537,2023-06-21,3,2023,6,0,0,3,24.0,17.0,2,2,1,1,30,1,254.0,2153.0,2023.0,1992.0,1960.6,275.0,195.0,183.0,160.0,421.0,310.0,0.0,0.0,0.0,112.0,243.0,47.77,31.27,43.666,42.29600000000001
538,2023-06-22,4,2023,6,0,1,3,27.0,17.0,2,1,2,2,32,1,280.0,2254.0,2153.0,2060.8,2000.9,270.0,282.0,128.0,132.0,384.0,325.0,0.0,0.0,0.0,141.0,312.0,81.73,47.77,49.602,46.58200000000001
539,2023-06-23,5,2023,6,0,1,3,30.0,20.0,2,2,5,2,38,1,251.0,2140.0,2254.0,2104.4,2009.9,252.0,214.0,134.0,208.0,345.0,297.0,0.0,0.0,0.0,130.0,309.0,60.41,81.73,51.98,48.506
540,2023-06-24,6,2023,6,1,1,3,31.0,24.0,2,2,6,4,56,2,225.0,2036.0,2140.0,2121.2,2015.3,257.0,199.0,174.0,95.0,391.0,271.0,0.0,0.0,0.0,216.0,208.0,46.86,60.41,53.60799999999999,49.098
541,2023-06-25,7,2023,6,1,0,3,33.0,23.0,2,1,6,4,66,2,228.0,2166.0,2036.0,2149.8,2052.0,259.0,182.0,160.0,147.0,432.0,298.0,0.0,0.0,0.0,173.0,287.0,38.15,46.86,54.983999999999995,48.8
542,2023-06-26,1,2023,6,0,0,3,35.0,23.0,2,8,6,3,56,2,227.0,2109.0,2166.0,2141.0,2066.5,265.0,152.0,163.0,172.0,405.0,263.0,0.0,0.0,0.0,192.0,270.0,37.48,38.15,52.926,48.296
543,2023-06-27,2,2023,6,0,0,3,25.0,20.0,2,8,4,2,28,1,243.0,2146.0,2109.0,2119.4,2090.1,262.0,158.0,144.0,102.0,465.0,275.0,0.0,0.0,0.0,221.0,276.0,38.22,37.48,44.224,46.913
544,2023-06-28,3,2023,6,0,0,3,29.0,20.0,2,2,8,2,23,1,223.0,2101.0,2146.0,2111.6,2108.0,286.0,91.0,151.0,142.0,445.0,289.0,0.0,0.0,0.0,180.0,294.0,38.7,38.22,39.88199999999999,45.931
545,2023-06-29,4,2023,6,0,0,3,28.0,17.0,2,8,6,3,31,1,232.0,1976.0,2101.0,2099.6,2110.4,262.0,92.0,109.0,99.0,466.0,292.0,0.0,0.0,0.0,157.0,267.0,36.31,38.7,37.772000000000006,45.69
546,2023-06-30,5,2023,6,0,0,3,29.0,18.0,1,8,6,2,33,1,242.0,2004.0,1976.0,2067.2,2108.5,248.0,158.0,163.0,99.0,435.0,301.0,0.0,0.0,0.0,106.0,252.0,43.41,36.31,38.824,46.904
547,2023-07-01,6,2023,7,1,1,3,24.0,16.0,8,2,8,2,30,1,236.0,2127.0,2004.0,2070.8,2105.9,252.0,182.0,164.0,119.0,457.0,290.0,0.0,0.0,0.0,172.0,255.0,43.27,43.41,39.982,46.45399999999999
548,2023-07-02,7,2023,7,1,1,3,27.0,20.0,2,8,6,1,31,1,233.0,2124.0,2127.0,2066.4,2092.9,267.0,197.0,171.0,123.0,415.0,267.0,0.0,0.0,0.0,153.0,298.0,45.23,43.27,41.384,42.803999999999995
549,2023-07-03,1,2023,7,0,0,3,27.0,20.0,2,2,4,3,37,1,231.0,2121.0,2124.0,2070.4,2091.0,264.0,96.0,180.0,100.0,526.0,294.0,0.0,0.0,0.0,152.0,278.0,34.39,45.23,40.522000000000006,40.202
550,2023-07-04,2,2023,7,0,0,3,27.0,22.0,2,2,4,3,40,1,258.0,2102.0,2121.0,2095.6,2097.6,275.0,152.0,170.0,99.0,502.0,286.0,0.0,0.0,0.0,104.0,256.0,36.9,34.39,40.64,39.206
551,2023-07-05,3,2023,7,0,0,3,23.0,18.0,7,8,4,4,29,1,229.0,2196.0,2102.0,2134.0,2100.6,256.0,159.0,176.0,104.0,544.0,355.0,0.0,0.0,0.0,89.0,284.0,30.09,36.9,37.976,38.4
552,2023-07-06,4,2023,7,0,0,3,25.0,18.0,3,8,4,3,31,1,253.0,2229.0,2196.0,2154.4,2112.6,284.0,156.0,183.0,184.0,442.0,300.0,0.0,0.0,0.0,157.0,270.0,33.23,30.09,35.968,37.975
553,2023-07-07,5,2023,7,0,0,3,26.0,19.0,2,8,4,2,30,1,267.0,2282.0,2229.0,2186.0,2126.2,262.0,115.0,191.0,106.0,551.0,327.0,0.0,0.0,0.0,168.0,295.0,43.99,33.23,35.72,38.55200000000001
554,2023-07-08,6,2023,7,1,1,3,28.0,20.0,7,8,4,2,36,1,283.0,2346.0,2282.0,2231.0,2150.7,284.0,181.0,194.0,130.0,469.0,340.0,0.0,0.0,0.0,121.0,344.0,47.43,43.99,38.328,39.425
555,2023-07-09,7,2023,7,1,1,3,27.0,19.0,3,6,4,2,27,1,274.0,2279.0,2346.0,2266.4,2181.0,271.0,93.0,197.0,172.0,514.0,319.0,0.0,0.0,0.0,105.0,334.0,41.98,47.43,39.344,39.992
556,2023-07-10,1,2023,7,0,0,3,26.0,19.0,5,8,4,1,27,1,288.0,2502.0,2279.0,2327.6,2230.8,295.0,92.0,174.0,172.0,673.0,354.0,0.0,0.0,0.0,161.0,293.0,35.36,41.98,40.398,39.187
557,2023-07-11,2,2023,7,0,0,3,28.0,18.0,2,2,2,2,30,1,278.0,2430.0,2502.0,2367.8,2261.1,281.0,113.0,197.0,121.0,570.0,372.0,0.0,0.0,0.0,184.0,314.0,43.52,35.36,42.456,39.212
558,2023-07-12,3,2023,7,0,0,3,29.0,20.0,2,1,6,1,51,2,281.0,2499.0,2430.0,2411.2,2298.6,294.0,157.0,185.0,179.0,575.0,335.0,0.0,0.0,0.0,160.0,333.0,45.61,43.52,42.779999999999994,39.25
559,2023-07-13,4,2023,7,0,0,3,31.0,22.0,2,2,4,2,40,1,289.0,2528.0,2499.0,2447.6,2339.3,308.0,167.0,200.0,182.0,525.0,362.0,0.0,0.0,0.0,197.0,298.0,44.85,45.61,42.264,40.29600000000001
560,2023-07-14,5,2023,7,0,0,3,22.0,18.0,7,6,3,4,31,1,251.0,2277.0,2528.0,2447.2,2356.8,263.0,104.0,172.0,104.0,551.0,370.0,0.0,0.0,0.0,173.0,289.0,27.71,44.85,39.41,39.376999999999995
561,2023-07-15,6,2023,7,1,1,3,20.0,17.0,5,5,2,3,12,1,261.0,2555.0,2277.0,2457.8,2392.7,265.0,87.0,194.0,148.0,709.0,394.0,0.0,0.0,0.0,169.0,328.0,33.31,27.71,39.0,39.699
562,2023-07-16,7,2023,7,1,1,3,23.0,18.0,7,5,4,1,14,1,296.0,2473.0,2555.0,2466.4,2417.1,264.0,121.0,210.0,91.0,651.0,351.0,0.0,0.0,0.0,173.0,316.0,38.76,33.31,38.048,40.251999999999995
563,2023-07-17,1,2023,7,0,0,3,21.0,18.0,3,2,2,2,12,1,311.0,2548.0,2473.0,2476.2,2443.7,268.0,166.0,188.0,187.0,623.0,383.0,0.0,0.0,0.0,91.0,331.0,42.71,38.76,37.468,40.123999999999995
564,2023-07-18,2,2023,7,0,0,3,26.0,17.0,2,1,1,1,23,1,310.0,2622.0,2548.0,2495.0,2471.3,290.0,93.0,219.0,184.0,658.0,427.0,0.0,0.0,0.0,119.0,322.0,48.92,42.71,38.282,40.273
565,2023-07-19,3,2023,7,0,0,3,30.0,20.0,3,8,5,2,37,1,300.0,2639.0,2622.0,2567.4,2507.3,301.0,187.0,209.0,206.0,568.0,373.0,0.0,0.0,0.0,176.0,319.0,48.34,48.92,42.408,40.909000000000006
566,2023-07-20,4,2023,7,0,0,3,30.0,19.0,3,2,6,2,48,1,278.0,2631.0,2639.0,2582.6,2520.2,345.0,191.0,206.0,168.0,588.0,373.0,0.0,0.0,0.0,163.0,319.0,48.52,48.34,45.45,42.225
567,2023-07-21,5,2023,7,0,0,3,29.0,22.0,2,2,8,1,27,1,342.0,2755.0,2631.0,2639.0,2552.7,352.0,169.0,192.0,144.0,609.0,401.0,0.0,0.0,0.0,200.0,346.0,51.379999999999995,48.52,47.974,43.011
568,2023-07-22,6,2023,7,1,1,3,23.0,19.0,8,7,2,3,29,1,343.0,2583.0,2755.0,2646.0,2561.1,303.0,139.0,193.0,117.0,538.0,412.0,0.0,0.0,0.0,200.0,338.0,44.19,51.379999999999995,48.27,42.869
569,2023-07-23,7,2023,7,1,1,3,27.0,20.0,7,8,4,3,21,1,345.0,2621.0,2583.0,2645.8,2570.4,306.0,115.0,195.0,168.0,543.0,417.0,0.0,0.0,0.0,191.0,341.0,42.58,44.19,47.001999999999995,42.642
570,2023-07-24,1,2023,7,0,0,3,23.0,19.0,3,2,6,4,15,1,325.0,2667.0,2621.0,2651.4,2609.4,308.0,93.0,212.0,110.0,648.0,447.0,0.0,0.0,0.0,157.0,367.0,47.36,42.58,46.806,44.607
571,2023-07-25,2,2023,7,0,0,3,28.0,20.0,2,2,6,2,26,1,358.0,2767.0,2667.0,2678.6,2630.6,327.0,173.0,211.0,121.0,626.0,449.0,0.0,0.0,0.0,189.0,313.0,53.0,47.36,47.702,46.576
572,2023-07-26,3,2023,7,0,0,3,30.0,22.0,2,8,6,3,36,1,383.0,2857.0,2767.0,2699.0,2669.0,308.0,197.0,207.0,123.0,621.0,472.0,0.0,0.0,0.0,188.0,358.0,51.6,53.0,47.746,47.86
573,2023-07-27,4,2023,7,0,0,3,29.0,22.0,3,8,6,4,48,1,363.0,2720.0,2857.0,2726.4,2686.2,295.0,122.0,226.0,186.0,585.0,436.0,0.0,0.0,0.0,175.0,332.0,51.51,51.6,49.21,48.74
574,2023-07-28,5,2023,7,0,0,3,27.0,21.0,3,8,6,3,29,1,337.0,2809.0,2720.0,2764.0,2704.9,286.0,182.0,200.0,193.0,614.0,445.0,0.0,0.0,0.0,176.0,376.0,51.15,51.51,50.924,48.963
575,2023-07-29,6,2023,7,1,1,3,30.0,22.0,6,2,6,4,36,1,418.0,3059.0,2809.0,2842.4,2746.9,297.0,220.0,223.0,119.0,799.0,488.0,0.0,0.0,0.0,134.0,361.0,61.879999999999995,51.15,53.828,50.31699999999999
576,2023-07-30,7,2023,7,1,1,3,30.0,21.0,7,2,6,3,27,1,424.0,3146.0,3059.0,2918.2,2798.4,304.0,231.0,229.0,193.0,731.0,513.0,0.0,0.0,0.0,132.0,389.0,61.1,61.879999999999995,55.448,51.575
577,2023-07-31,1,2023,7,0,0,3,31.0,23.0,2,2,6,2,25,1,382.0,3169.0,3146.0,2980.6,2839.8,302.0,227.0,220.0,152.0,853.0,515.0,0.0,0.0,0.0,163.0,355.0,56.39,61.1,56.40599999999999,52.076
578,2023-08-01,2,2023,8,0,0,3,31.0,23.0,3,5,6,4,32,1,366.0,2909.0,3169.0,3018.4,2872.4,274.0,190.0,211.0,131.0,674.0,507.0,0.0,0.0,0.0,202.0,354.0,52.37,56.39,56.578,52.89399999999999
579,2023-08-02,3,2023,8,0,0,3,24.0,21.0,8,6,5,2,23,1,306.0,2416.0,2909.0,2939.8,2851.9,280.0,96.0,216.0,148.0,511.0,439.0,0.0,0.0,0.0,95.0,325.0,36.17,52.37,53.58200000000001,52.253
580,2023-08-03,4,2023,8,0,0,3,29.0,22.0,6,6,2,1,22,1,352.0,2754.0,2416.0,2878.8,2860.6,297.0,165.0,208.0,117.0,743.0,435.0,0.0,0.0,0.0,106.0,331.0,42.78,36.17,49.762,51.795
581,2023-08-04,5,2023,8,0,0,3,26.0,19.0,5,2,6,2,23,1,360.0,2888.0,2754.0,2827.2,2872.7,336.0,160.0,194.0,130.0,835.0,389.0,0.0,0.0,0.0,173.0,311.0,47.67,42.78,47.076,51.262
582,2023-08-05,6,2023,8,1,1,3,21.0,18.0,5,2,6,2,13,1,373.0,2759.0,2888.0,2745.2,2862.9,325.0,154.0,222.0,181.0,572.0,387.0,0.0,0.0,0.0,198.0,347.0,49.66,47.67,45.73,51.068
583,2023-08-06,7,2023,8,1,1,3,25.0,18.0,2,5,2,3,16,1,400.0,2730.0,2759.0,2709.4,2863.9,311.0,147.0,248.0,149.0,544.0,378.0,0.0,0.0,0.0,212.0,341.0,58.18,49.66,46.892,51.735
584,2023-08-07,1,2023,8,0,0,3,21.0,18.0,3,2,2,3,15,1,385.0,2717.0,2730.0,2769.6,2854.7,301.0,122.0,207.0,106.0,606.0,412.0,0.0,0.0,0.0,174.0,404.0,45.15,58.18,48.688,51.135000000000005
585,2023-08-08,2,2023,8,0,0,3,25.0,18.0,4,5,4,2,17,1,334.0,2480.0,2717.0,2714.8,2796.8,288.0,108.0,190.0,206.0,602.0,355.0,0.0,0.0,0.0,115.0,282.0,48.09,45.15,49.74999999999999,49.756
586,2023-08-09,3,2023,8,0,0,3,26.0,18.0,5,2,8,2,18,1,331.0,2518.0,2480.0,2640.8,2734.0,295.0,113.0,189.0,117.0,589.0,364.0,0.0,0.0,0.0,197.0,323.0,49.76,48.09,50.16799999999999,48.622
587,2023-08-10,4,2023,8,0,0,3,27.0,20.0,2,2,2,2,32,1,306.0,2528.0,2518.0,2594.6,2669.9,288.0,159.0,178.0,182.0,627.0,326.0,0.0,0.0,0.0,118.0,344.0,50.15,49.76,50.266,47.998
588,2023-08-11,5,2023,8,0,0,3,24.0,21.0,3,6,2,4,19,1,280.0,2370.0,2528.0,2522.6,2616.0,309.0,173.0,112.0,185.0,541.0,351.0,0.0,0.0,0.0,108.0,311.0,44.11,50.15,47.452,47.172
589,2023-08-12,6,2023,8,1,1,3,25.0,21.0,5,5,5,3,17,1,315.0,2309.0,2370.0,2441.0,2605.3,314.0,159.0,169.0,110.0,475.0,354.0,0.0,0.0,0.0,100.0,313.0,35.76,44.11,45.574,47.13099999999999
590,2023-08-13,7,2023,8,1,1,3,24.0,19.0,3,2,5,2,18,1,297.0,2285.0,2309.0,2402.0,2558.4,309.0,106.0,113.0,130.0,515.0,353.0,0.0,0.0,0.0,167.0,295.0,44.21,35.76,44.798,47.274
591,2023-08-14,1,2023,8,0,0,3,29.0,20.0,3,1,6,2,21,1,331.0,2598.0,2285.0,2418.0,2529.4,306.0,185.0,199.0,135.0,629.0,380.0,0.0,0.0,0.0,128.0,305.0,46.24,44.21,44.09400000000001,47.13099999999999
592,2023-08-15,2,2023,8,0,0,3,30.0,21.0,2,1,5,2,31,1,308.0,2611.0,2598.0,2434.6,2514.6,324.0,143.0,191.0,212.0,546.0,402.0,0.0,0.0,0.0,176.0,309.0,48.93,46.24,43.85,47.058
593,2023-08-16,3,2023,8,0,0,3,30.0,21.0,3,1,2,2,31,1,343.0,2536.0,2611.0,2467.8,2495.2,332.0,148.0,181.0,119.0,519.0,386.0,0.0,0.0,0.0,173.0,335.0,48.76,48.93,44.779999999999994,46.116
594,2023-08-17,4,2023,8,0,0,3,31.0,22.0,3,2,5,1,35,1,285.0,2573.0,2536.0,2520.6,2480.8,338.0,185.0,159.0,119.0,607.0,386.0,0.0,0.0,0.0,187.0,307.0,48.0,48.76,47.227999999999994,46.401
595,2023-08-18,5,2023,8,0,0,3,31.0,16.0,5,8,6,2,34,1,299.0,2531.0,2573.0,2569.8,2485.9,313.0,139.0,202.0,130.0,574.0,401.0,0.0,0.0,0.0,167.0,306.0,45.47,48.0,47.48,46.139
596,2023-08-19,6,2023,8,1,1,3,26.0,17.0,3,2,6,1,21,1,349.0,2468.0,2531.0,2543.8,2480.9,329.0,220.0,177.0,128.0,405.0,362.0,0.0,0.0,0.0,144.0,354.0,60.62,45.47,50.355999999999995,47.225
597,2023-08-20,7,2023,8,1,1,3,30.0,19.0,1,2,6,2,41,1,271.0,2241.0,2468.0,2469.8,2452.2,309.0,144.0,174.0,143.0,445.0,330.0,0.0,0.0,0.0,108.0,317.0,56.08,60.62,51.786,47.818
598,2023-08-21,1,2023,8,0,0,3,29.0,20.0,6,8,4,2,33,1,289.0,2348.0,2241.0,2432.2,2450.0,303.0,105.0,195.0,175.0,479.0,331.0,0.0,0.0,0.0,159.0,312.0,37.6,56.08,49.554,47.167
