date,日期,星期,year,month,is_weekend,is_holiday,season,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级,东北虎林园,全部词条,pre_hot,ma5_hot,ma10_hot,冰雪大世界,北方森林动物园,哈尔滨伏尔加庄园,哈尔滨文化公园,哈尔滨旅游,哈尔滨极地馆,小土豆,尔滨,沙糖桔,萧红故居,龙塔,客流,pre_flow,ma5_flow,ma10_flow
809,2024-03-19,2,2024,3,0,0,2,3.0,-7.0,3,2,7,1,38,1,189.0,4906.0,5527.0,6713.0,7980.3,470.0,74.0,127.0,59.0,1422.0,96.0,1279.0,243.0,311.0,87.0,238.0,26.14,24.55,25.940000000000005,26.511000000000003
810,2024-03-20,3,2024,3,0,0,2,3.0,-8.0,2,1,8,2,30,1,193.0,4627.0,4906.0,5573.6,7443.3,454.0,66.0,137.0,133.0,1254.0,100.0,1184.0,208.0,276.0,139.0,207.0,25.69,26.14,25.822000000000003,26.107999999999997
811,2024-03-21,4,2024,3,0,0,2,4.0,-5.0,1,1,4,2,47,1,168.0,4763.0,4627.0,5169.4,6956.7,489.0,61.0,61.0,83.0,1248.0,176.0,1335.0,210.0,287.0,132.0,226.0,26.39,25.69,25.818,26.218
812,2024-03-22,5,2024,3,0,0,2,6.0,-3.0,2,11,4,3,41,1,172.0,8501.0,4763.0,5664.8,6869.0,396.0,63.0,59.0,74.0,5322.0,195.0,1199.0,186.0,246.0,141.0,202.0,27.89,26.39,26.132,26.32
813,2024-03-23,6,2024,3,1,1,2,5.0,-6.0,11,1,6,3,56,2,208.0,8186.0,8501.0,6196.6,6769.2,360.0,126.0,130.0,133.0,4457.0,169.0,1591.0,179.0,263.0,78.0,229.0,27.48,27.89,26.718,26.394
814,2024-03-24,7,2024,3,1,1,2,5.0,-5.0,1,1,7,2,28,1,141.0,8578.0,8186.0,6931.0,6822.0,439.0,137.0,65.0,76.0,4703.0,183.0,1658.0,214.0,279.0,162.0,242.0,31.36,27.48,27.762,26.851
815,2024-03-25,1,2024,3,0,0,2,10.0,-3.0,2,1,8,1,37,1,186.0,7412.0,8578.0,7488.0,6530.8,385.0,156.0,63.0,140.0,4133.0,151.0,1148.0,186.0,253.0,142.0,216.0,27.58,31.36,28.140000000000004,26.981
816,2024-03-26,2,2024,3,0,0,2,9.0,-2.0,4,1,4,2,72,2,176.0,7573.0,7412.0,8050.0,6609.7,416.0,145.0,126.0,0.0,4361.0,169.0,1148.0,218.0,255.0,80.0,224.0,28.74,27.58,28.609999999999996,27.214
817,2024-03-27,3,2024,3,0,0,2,13.0,6.0,3,5,5,4,60,2,182.0,7751.0,7573.0,7900.0,6782.4,447.0,135.0,126.0,73.0,4309.0,172.0,1217.0,217.0,248.0,152.0,225.0,25.85,28.74,28.202,27.167
818,2024-03-28,4,2024,3,0,0,2,8.0,-4.0,3,1,6,5,172,4,204.0,7425.0,7751.0,7747.8,6972.2,466.0,133.0,133.0,78.0,4044.0,167.0,1130.0,198.0,251.0,133.0,237.0,25.06,25.85,27.718,27.218
819,2024-03-29,5,2024,3,0,0,2,3.0,-3.0,3,2,6,4,46,1,201.0,6115.0,7425.0,7255.2,7093.1,394.0,146.0,132.0,65.0,2826.0,172.0,1111.0,186.0,259.0,141.0,223.0,25.64,25.06,26.574,27.168
820,2024-03-30,6,2024,3,1,1,2,2.0,-5.0,3,2,7,3,39,1,176.0,8438.0,6115.0,7460.4,7474.2,413.0,69.0,70.0,133.0,5000.0,176.0,1424.0,178.0,233.0,83.0,250.0,29.18,25.64,26.894,27.517000000000003
821,2024-03-31,7,2024,3,1,1,2,1.0,-5.0,2,1,8,3,35,1,206.0,6886.0,8438.0,7323.0,7686.5,433.0,71.0,67.0,136.0,3510.0,208.0,1401.0,160.0,182.0,99.0,231.0,27.73,29.18,26.691999999999997,27.651
822,2024-04-01,1,2024,4,0,0,2,5.0,-4.0,1,1,8,3,43,1,202.0,5440.0,6886.0,6860.8,7380.4,407.0,137.0,140.0,146.0,2050.0,187.0,1130.0,194.0,244.0,138.0,221.0,26.65,27.73,26.851999999999997,27.526999999999997
823,2024-04-02,2,2024,4,0,0,2,10.0,-3.0,3,1,6,3,55,2,206.0,4562.0,5440.0,6288.2,7018.0,370.0,149.0,140.0,130.0,1224.0,191.0,1071.0,192.0,248.0,153.0,240.0,28.16,26.65,27.472,27.595
824,2024-04-03,3,2024,4,0,0,2,10.0,-2.0,3,2,8,3,51,2,245.0,6302.0,4562.0,6325.6,6790.4,360.0,200.0,139.0,126.0,2778.0,277.0,1175.0,177.0,242.0,110.0,231.0,35.65,28.16,29.474,28.024
825,2024-04-04,4,2024,4,0,1,2,11.0,0.0,1,1,8,3,42,1,288.0,7397.0,6302.0,6117.4,6788.9,406.0,208.0,100.0,109.0,3308.0,282.0,1556.0,163.0,219.0,220.0,319.0,55.8,35.65,34.798,30.845999999999997
826,2024-04-05,5,2024,4,0,1,2,14.0,7.0,1,2,6,4,59,2,322.0,5752.0,7397.0,5890.6,6606.8,387.0,204.0,82.0,110.0,1730.0,250.0,1551.0,163.0,231.0,151.0,340.0,56.98,55.8,40.648,33.67
827,2024-04-06,6,2024,4,1,1,2,15.0,-2.0,2,1,7,4,67,2,237.0,4654.0,5752.0,5733.4,6297.1,388.0,108.0,76.0,89.0,1086.0,179.0,1386.0,177.0,254.0,152.0,268.0,39.46,56.98,43.21,35.031000000000006
828,2024-04-07,7,2024,4,1,0,2,13.0,-5.0,3,1,6,3,38,1,223.0,4831.0,4654.0,5787.2,6037.7,425.0,148.0,142.0,137.0,1538.0,179.0,1078.0,209.0,228.0,78.0,218.0,29.02,39.46,43.382,35.42700000000001
829,2024-04-08,1,2024,4,0,0,2,2.0,-5.0,1,1,8,3,31,1,202.0,4269.0,4831.0,5380.6,5853.1,385.0,128.0,132.0,120.0,1067.0,159.0,1088.0,185.0,225.0,150.0,203.0,26.35,29.02,41.522000000000006,35.498
830,2024-04-09,2,2024,4,0,0,2,10.0,-1.0,1,1,6,3,62,2,189.0,4253.0,4269.0,4751.8,5434.6,352.0,137.0,139.0,63.0,1098.0,189.0,1101.0,194.0,221.0,129.0,220.0,29.94,26.35,36.35,35.574
831,2024-04-10,3,2024,4,0,0,2,16.0,5.0,2,1,6,3,166,4,189.0,4173.0,4253.0,4436.0,5163.3,370.0,76.0,133.0,67.0,1106.0,172.0,1112.0,190.0,236.0,83.0,203.0,31.28,29.94,31.21,35.929
832,2024-04-11,4,2024,4,0,0,2,19.0,11.0,2,5,6,4,161,4,192.0,4083.0,4173.0,4321.8,5027.6,364.0,146.0,134.0,69.0,1059.0,178.0,1051.0,177.0,191.0,132.0,199.0,31.32,31.28,29.582,36.396
833,2024-04-12,5,2024,4,0,0,2,23.0,12.0,5,2,6,4,112,3,217.0,5870.0,4083.0,4529.6,5158.4,340.0,79.0,139.0,80.0,2653.0,184.0,1134.0,177.0,259.0,151.0,198.0,29.81,31.32,29.74,36.561
834,2024-04-13,6,2024,4,1,1,2,23.0,12.0,3,1,6,4,73,2,207.0,4624.0,5870.0,4600.6,4990.6,299.0,165.0,133.0,134.0,1085.0,154.0,1352.0,171.0,255.0,167.0,247.0,44.32,29.81,33.334,37.428
835,2024-04-14,7,2024,4,1,1,2,24.0,14.0,2,2,6,5,74,2,231.0,4399.0,4624.0,4629.8,4690.8,365.0,87.0,137.0,137.0,934.0,191.0,1301.0,177.0,230.0,143.0,236.0,41.56,44.32,35.658,36.004000000000005
836,2024-04-15,1,2024,4,0,0,2,21.0,7.0,5,5,6,2,117,3,211.0,4214.0,4399.0,4638.0,4537.0,367.0,135.0,148.0,73.0,1048.0,187.0,1025.0,181.0,247.0,146.0,199.0,27.74,41.56,34.95,33.08
837,2024-04-16,2,2024,4,0,0,2,13.0,2.0,3,1,8,3,53,2,216.0,4254.0,4214.0,4672.2,4497.0,370.0,128.0,128.0,128.0,1016.0,184.0,1050.0,195.0,231.0,144.0,233.0,31.2,27.74,34.926,32.254000000000005
838,2024-04-17,3,2024,4,0,0,2,21.0,7.0,2,2,6,2,41,1,215.0,4164.0,4254.0,4331.0,4430.3,325.0,140.0,143.0,130.0,958.0,211.0,1032.0,193.0,227.0,145.0,218.0,39.57,31.2,36.878,33.309
839,2024-04-18,4,2024,4,0,0,2,19.0,2.0,3,1,8,3,54,2,198.0,4259.0,4164.0,4258.0,4429.3,353.0,160.0,142.0,133.0,986.0,184.0,1060.0,180.0,248.0,152.0,215.0,34.559999999999995,39.57,34.926,34.13
840,2024-04-19,5,2024,4,0,0,2,13.0,1.0,1,1,8,4,44,1,203.0,4233.0,4259.0,4224.8,4427.3,320.0,153.0,146.0,135.0,983.0,198.0,1112.0,170.0,216.0,156.0,225.0,36.61,34.559999999999995,33.93599999999999,34.797000000000004
841,2024-04-20,6,2024,4,1,1,2,16.0,3.0,3,2,4,3,131,3,214.0,4186.0,4233.0,4219.2,4428.6,310.0,169.0,137.0,139.0,934.0,189.0,1093.0,167.0,224.0,156.0,230.0,38.33,36.61,36.053999999999995,35.501999999999995
842,2024-04-21,7,2024,4,1,1,2,21.0,10.0,2,2,5,3,134,3,228.0,4353.0,4186.0,4239.0,4455.6,359.0,121.0,83.0,163.0,1045.0,198.0,1126.0,195.0,216.0,162.0,241.0,46.41,38.33,39.096,37.011
843,2024-04-22,1,2024,4,0,0,2,22.0,8.0,2,5,5,4,155,4,224.0,4074.0,4353.0,4221.0,4276.0,319.0,163.0,147.0,133.0,890.0,200.0,1020.0,182.0,227.0,136.0,206.0,31.79,46.41,37.54,37.209
844,2024-04-23,2,2024,4,0,0,2,17.0,8.0,3,2,1,1,55,2,212.0,4078.0,4074.0,4184.8,4221.4,337.0,160.0,156.0,78.0,974.0,205.0,1060.0,175.0,195.0,86.0,245.0,34.17,31.79,37.462,36.194
845,2024-04-24,3,2024,4,0,0,2,19.0,10.0,3,2,6,3,61,2,259.0,4215.0,4078.0,4181.2,4203.0,318.0,108.0,152.0,126.0,1048.0,194.0,1009.0,179.0,213.0,150.0,246.0,36.34,34.17,37.408,35.672000000000004
846,2024-04-25,4,2024,4,0,0,2,19.0,7.0,3,2,7,4,47,1,229.0,4268.0,4215.0,4197.6,4208.4,320.0,167.0,146.0,70.0,1068.0,217.0,1061.0,174.0,211.0,152.0,242.0,36.18,36.34,36.977999999999994,36.516
847,2024-04-26,5,2024,4,0,0,2,17.0,8.0,3,2,8,3,37,1,213.0,4191.0,4268.0,4165.2,4202.1,320.0,186.0,150.0,144.0,920.0,228.0,1052.0,179.0,207.0,154.0,231.0,37.1,36.18,35.116,37.106
848,2024-04-27,6,2024,4,1,1,2,16.0,4.0,3,2,8,3,39,1,242.0,4591.0,4191.0,4268.6,4244.8,373.0,163.0,169.0,84.0,1093.0,216.0,1211.0,175.0,226.0,154.0,259.0,41.95,37.1,37.148,37.344
849,2024-04-28,7,2024,4,1,0,2,13.0,2.0,3,1,1,3,48,1,230.0,4937.0,4591.0,4440.4,4312.6,350.0,217.0,189.0,145.0,1453.0,257.0,1111.0,194.0,197.0,159.0,238.0,34.9,41.95,37.294,37.378
850,2024-04-29,1,2024,4,0,0,2,14.0,5.0,3,2,2,2,69,2,250.0,4226.0,4937.0,4442.6,4311.9,307.0,216.0,163.0,135.0,1049.0,254.0,984.0,158.0,184.0,155.0,187.0,34.37,34.9,36.9,37.154
851,2024-04-30,2,2024,4,0,0,2,18.0,7.0,3,1,6,2,68,2,330.0,4951.0,4226.0,4579.2,4388.4,382.0,353.0,225.0,182.0,1067.0,330.0,1082.0,163.0,208.0,161.0,260.0,40.59,34.37,37.782,37.38
