date,关键词,日期_x,PC+移动端,PC端,移动端,日期_y,最高温,最低温,天气1,天气2,风向,风力,空气质量,质量等级
32,冰雪大世界,20231101,1228,344,884,2023-11-01 周三,4.0,-1.0,3,2,1,1,45,1
33,冰雪大世界,20231102,1024,357,667,2023-11-02 周四,12.0,-4.0,4,2,6,2,72,2
34,冰雪大世界,20231103,1043,288,755,2023-11-03 周五,0.0,-9.0,2,1,8,3,31,1
35,冰雪大世界,20231104,938,173,765,2023-11-04 周六,0.0,-3.0,3,2,2,3,36,1
36,冰雪大世界,20231105,1045,197,848,2023-11-05 周日,1.0,-3.0,3,7,2,3,42,1
37,冰雪大世界,20231106,1698,720,978,2023-11-06 周一,-2.0,-9.0,12,10,2,5,37,1
38,冰雪大世界,20231107,1446,533,913,2023-11-07 周二,-5.0,-17.0,8,2,7,2,29,1
39,冰雪大世界,20231108,1434,513,921,2023-11-08 周三,-5.0,-15.0,11,2,4,2,61,2
40,冰雪大世界,20231109,1422,524,898,2023-11-09 周四,-3.0,-18.0,8,1,6,2,60,2
41,冰雪大世界,20231110,1347,422,925,2023-11-10 周五,-5.0,-15.0,8,2,7,3,43,1
42,冰雪大世界,20231111,1088,204,884,2023-11-11 周六,-7.0,-15.0,8,1,6,2,53,2
43,冰雪大世界,20231112,1122,218,904,2023-11-12 周日,-7.0,-11.0,8,1,6,2,79,2
44,冰雪大世界,20231113,1471,549,922,2023-11-13 周一,-3.0,-12.0,8,1,6,3,50,1
45,冰雪大世界,20231114,1541,577,964,2023-11-14 周二,0.0,-12.0,8,2,5,2,97,2
46,冰雪大世界,20231115,1463,561,902,2023-11-15 周三,0.0,-7.0,8,8,6,2,127,3
47,冰雪大世界,20231116,1455,549,906,2023-11-16 周四,0.0,-10.0,10,2,6,3,151,4
48,冰雪大世界,20231117,1434,499,935,2023-11-17 周五,-3.0,-7.0,3,9,8,2,44,1
49,冰雪大世界,20231118,1132,220,912,2023-11-18 周六,-3.0,-9.0,2,2,6,2,35,1
50,冰雪大世界,20231119,1215,257,958,2023-11-19 周日,-1.0,-11.0,3,1,8,3,41,1
51,冰雪大世界,20231120,1786,656,1130,2023-11-20 周一,3.0,-1.0,2,1,6,4,47,1
52,冰雪大世界,20231121,1706,606,1100,2023-11-21 周二,4.0,-8.0,4,2,6,2,67,2
53,冰雪大世界,20231122,1772,620,1152,2023-11-22 周三,0.0,-9.0,12,10,2,4,77,2
54,冰雪大世界,20231123,1546,549,997,2023-11-23 周四,-8.0,-22.0,8,1,1,4,21,1
55,冰雪大世界,20231124,1622,521,1101,2023-11-24 周五,-11.0,-21.0,3,1,7,3,27,1
56,冰雪大世界,20231125,1268,257,1011,2023-11-25 周六,-12.0,-23.0,3,2,6,2,38,1
57,冰雪大世界,20231126,1346,259,1087,2023-11-26 周日,-12.0,-19.0,4,2,2,1,80,2
58,冰雪大世界,20231127,1935,791,1144,2023-11-27 周一,-12.0,-22.0,2,2,1,1,116,3
59,冰雪大世界,20231128,1659,692,967,2023-11-28 周二,-13.0,-21.0,4,1,6,2,70,2
60,冰雪大世界,20231129,1743,727,1016,2023-11-29 周三,-13.0,-20.0,3,1,7,3,39,1
61,冰雪大世界,20231130,1761,772,989,2023-11-30 周四,-11.0,-22.0,3,1,6,3,38,1
62,冰雪大世界,20231201,1838,709,1129,2023-12-01 周五,-8.0,-17.0,8,1,6,2,70,2
63,冰雪大世界,20231202,1515,360,1155,2023-12-02 周六,-5.0,-17.0,8,1,6,2,71,2
64,冰雪大世界,20231203,1541,285,1256,2023-12-03 周日,-4.0,-13.0,8,1,5,4,63,2
65,冰雪大世界,20231204,1963,864,1099,2023-12-04 周一,0.0,-14.0,8,2,6,3,56,2
66,冰雪大世界,20231205,1976,760,1216,2023-12-05 周二,3.0,-8.0,8,2,5,4,134,3
67,冰雪大世界,20231206,1984,844,1140,2023-12-06 周三,-2.0,-18.0,8,2,6,3,27,1
68,冰雪大世界,20231207,1802,768,1034,2023-12-07 周四,-8.0,-15.0,8,2,6,2,34,1
69,冰雪大世界,20231208,1716,696,1020,2023-12-08 周五,2.0,-15.0,2,2,6,3,85,2
70,冰雪大世界,20231209,1284,309,975,2023-12-09 周六,-12.0,-21.0,3,1,7,3,29,1
71,冰雪大世界,20231210,1484,307,1177,2023-12-10 周日,-15.0,-25.0,3,1,7,3,39,1
72,冰雪大世界,20231211,1939,905,1034,2023-12-11 周一,-17.0,-25.0,2,1,1,1,56,2
73,冰雪大世界,20231212,1774,851,923,2023-12-12 周二,-16.0,-26.0,8,1,8,1,65,2
74,冰雪大世界,20231213,1914,810,1104,2023-12-13 周三,-14.0,-25.0,3,1,2,1,124,3
75,冰雪大世界,20231214,2450,871,1579,2023-12-14 周四,-17.0,-23.0,2,2,2,2,68,2
76,冰雪大世界,20231215,2475,864,1611,2023-12-15 周五,-17.0,-20.0,3,2,1,3,35,1
77,冰雪大世界,20231216,2046,391,1655,2023-12-16 周六,-18.0,-25.0,8,2,8,3,42,1
78,冰雪大世界,20231217,2237,420,1817,2023-12-17 周日,-19.0,-27.0,3,1,6,3,33,1
79,冰雪大世界,20231218,3969,1040,2929,2023-12-18 周一,-18.0,-27.0,3,1,6,1,90,2
80,冰雪大世界,20231219,4247,1193,3054,2023-12-19 周二,-20.0,-29.0,2,2,1,2,130,3
81,冰雪大世界,20231220,5039,1404,3635,2023-12-20 周三,-21.0,-29.0,3,2,6,2,78,2
82,冰雪大世界,20231221,5353,1285,4068,2023-12-21 周四,-19.0,-29.0,2,1,6,2,101,3
83,冰雪大世界,20231222,4085,928,3157,2023-12-22 周五,-15.0,-23.0,3,1,6,3,100,2
84,冰雪大世界,20231223,3250,516,2734,2023-12-23 周六,-10.0,-20.0,3,1,6,2,106,3
85,冰雪大世界,20231224,2934,563,2371,2023-12-24 周日,-12.0,-22.0,3,1,6,3,89,2
86,冰雪大世界,20231225,3236,941,2295,2023-12-25 周一,-10.0,-16.0,2,8,5,3,113,3
87,冰雪大世界,20231226,3218,876,2342,2023-12-26 周二,-16.0,-19.0,3,1,8,2,98,2
88,冰雪大世界,20231227,3052,855,2197,2023-12-27 周三,-8.0,-16.0,2,1,6,3,126,3
89,冰雪大世界,20231228,3130,854,2276,2023-12-28 周四,-6.0,-15.0,8,1,6,2,99,2
90,冰雪大世界,20231229,3467,849,2618,2023-12-29 周五,-5.0,-14.0,8,2,6,2,120,3
91,冰雪大世界,20231230,3248,399,2849,2023-12-30 周六,-10.0,-17.0,8,8,2,3,210,5
92,冰雪大世界,20231231,3495,532,2963,2023-12-31 周日,-16.0,-23.0,1,2,1,2,36,1
93,冰雪大世界,20240101,3069,490,2579,2024-01-01 周一,-9.0,-18.0,1,2,6,3,87,2
94,冰雪大世界,20240102,2829,914,1915,2024-01-02 周二,-11.0,-20.0,1,1,6,1,137,3
95,冰雪大世界,20240103,3583,985,2598,2024-01-03 周三,-9.0,-18.0,1,2,6,2,145,3
96,冰雪大世界,20240104,3927,1017,2910,2024-01-04 周四,-4.0,-11.0,1,10,5,3,67,2
97,冰雪大世界,20240105,5494,1067,4427,2024-01-05 周五,-10.0,-21.0,8,2,7,3,50,1
98,冰雪大世界,20240106,9699,704,8995,2024-01-06 周六,-15.0,-26.0,2,1,6,2,104,3
99,冰雪大世界,20240107,6540,602,5938,2024-01-07 周日,-14.0,-25.0,1,1,7,2,64,2
100,冰雪大世界,20240108,10539,986,9553,2024-01-08 周一,-10.0,-26.0,3,1,6,3,48,1
101,冰雪大世界,20240109,8943,902,8041,2024-01-09 周二,-13.0,-23.0,8,1,6,1,76,2
102,冰雪大世界,20240110,8537,875,7662,2024-01-10 周三,-7.0,-10.0,3,8,6,4,66,2
103,冰雪大世界,20240111,7235,883,6352,2024-01-11 周四,-11.0,-26.0,8,2,8,3,67,2
104,冰雪大世界,20240112,8274,822,7452,2024-01-12 周五,-13.0,-29.0,4,2,8,1,70,2
105,冰雪大世界,20240113,7028,395,6633,2024-01-13 周六,-13.0,-17.0,2,8,5,2,150,3
106,冰雪大世界,20240114,5234,436,4798,2024-01-14 周日,-11.0,-23.0,3,1,8,3,66,2
107,冰雪大世界,20240115,8112,870,7242,2024-01-15 周一,-11.0,-23.0,2,1,6,2,43,1
108,冰雪大世界,20240116,6507,794,5713,2024-01-16 周二,-5.0,-11.0,3,1,6,4,68,2
109,冰雪大世界,20240117,7152,741,6411,2024-01-17 周三,-7.0,-21.0,4,1,7,2,79,2
110,冰雪大世界,20240118,6943,575,6368,2024-01-18 周四,-10.0,-27.0,3,1,8,1,67,2
111,冰雪大世界,20240119,7017,578,6439,2024-01-19 周五,-15.0,-27.0,2,1,8,2,114,3
112,冰雪大世界,20240120,6494,332,6162,2024-01-20 周六,-17.0,-22.0,3,8,2,3,58,2
113,冰雪大世界,20240121,4357,349,4008,2024-01-21 周日,-19.0,-22.0,3,9,1,2,34,1
114,冰雪大世界,20240122,6527,582,5945,2024-01-22 周一,-19.0,-31.0,3,1,8,3,30,1
115,冰雪大世界,20240123,5460,572,4888,2024-01-23 周二,-16.0,-24.0,8,2,6,2,94,2
116,冰雪大世界,20240124,2491,478,2013,2024-01-24 周三,-14.0,-26.0,3,1,8,2,50,1
117,冰雪大世界,20240125,2318,515,1803,2024-01-25 周四,-9.0,-24.0,2,2,5,2,133,3
118,冰雪大世界,20240126,2122,403,1719,2024-01-26 周五,-10.0,-23.0,2,2,8,1,245,5
119,冰雪大世界,20240127,1840,262,1578,2024-01-27 周六,-10.0,-23.0,2,1,6,1,305,6
120,冰雪大世界,20240128,1753,247,1506,2024-01-28 周日,-7.0,-20.0,2,2,5,2,167,4
121,冰雪大世界,20240129,1820,419,1401,2024-01-29 周一,-14.0,-27.0,4,1,8,2,97,2
122,冰雪大世界,20240130,1785,433,1352,2024-01-30 周二,-15.0,-23.0,2,8,2,2,97,2
123,冰雪大世界,20240131,1623,330,1293,2024-01-31 周三,-16.0,-28.0,2,1,8,3,62,2
124,冰雪大世界,20240201,1578,386,1192,2024-02-01 周四,-16.0,-25.0,3,1,6,2,54,2
125,冰雪大世界,20240202,1501,310,1191,2024-02-02 周五,-13.0,-28.0,2,1,6,1,102,3
126,冰雪大世界,20240203,1438,209,1229,2024-02-03 周六,-11.0,-27.0,2,1,6,2,194,4
127,冰雪大世界,20240204,1695,378,1317,2024-02-04 周日,-10.0,-27.0,2,1,6,2,138,3
128,冰雪大世界,20240205,1556,318,1238,2024-02-05 周一,-13.0,-24.0,2,2,2,2,174,4
129,冰雪大世界,20240206,1529,276,1253,2024-02-06 周二,-9.0,-25.0,3,1,8,2,83,2
130,冰雪大世界,20240207,1447,251,1196,2024-02-07 周三,-7.0,-23.0,2,1,6,2,187,4
131,冰雪大世界,20240208,1487,220,1267,2024-02-08 周四,-5.0,-22.0,2,1,6,2,164,4
132,冰雪大世界,20240209,1184,157,1027,2024-02-09 周五,-4.0,-18.0,2,2,5,1,188,4
133,冰雪大世界,20240210,1526,168,1358,2024-02-10 周六,-6.0,-14.0,2,2,6,2,425,6
134,冰雪大世界,20240211,1891,146,1745,2024-02-11 周日,-2.0,-12.0,2,1,6,2,125,3
135,冰雪大世界,20240212,1927,154,1773,2024-02-12 周一,3.0,2.0,3,1,6,5,61,2
136,冰雪大世界,20240213,3253,307,2946,2024-02-13 周二,5.0,-6.0,2,1,6,4,78,2
137,冰雪大世界,20240214,3310,296,3014,2024-02-14 周三,-2.0,-17.0,3,1,8,3,28,1
138,冰雪大世界,20240215,2417,315,2102,2024-02-15 周四,-7.0,-17.0,3,1,7,2,31,1
139,冰雪大世界,20240216,1742,228,1514,2024-02-16 周五,1.0,-2.0,2,2,5,4,45,1
140,冰雪大世界,20240217,1416,225,1191,2024-02-17 周六,5.0,3.0,2,2,6,4,46,1
141,冰雪大世界,20240218,1364,354,1010,2024-02-18 周日,4.0,-11.0,10,8,6,3,35,1
142,冰雪大世界,20240219,1353,383,970,2024-02-19 周一,-9.0,-18.0,3,1,8,3,24,1
143,冰雪大世界,20240220,1216,288,928,2024-02-20 周二,-13.0,-23.0,3,1,7,3,27,1
144,冰雪大世界,20240221,1180,271,909,2024-02-21 周三,-10.0,-21.0,3,1,7,2,29,1
145,冰雪大世界,20240222,1152,248,904,2024-02-22 周四,-8.0,-19.0,3,1,7,2,35,1
146,冰雪大世界,20240223,1156,274,882,2024-02-23 周五,-4.0,-17.0,3,1,7,1,55,2
147,冰雪大世界,20240224,1045,159,886,2024-02-24 周六,-3.0,-14.0,2,2,6,1,88,2
148,冰雪大世界,20240225,1075,188,887,2024-02-25 周日,-2.0,-15.0,2,1,8,2,147,3
149,冰雪大世界,20240226,1059,248,811,2024-02-26 周一,-5.0,-18.0,3,1,8,2,32,1
150,冰雪大世界,20240227,1022,226,796,2024-02-27 周二,-4.0,-9.0,3,8,4,2,66,2
151,冰雪大世界,20240228,1001,228,773,2024-02-28 周三,-5.0,-15.0,3,2,8,2,54,2
152,冰雪大世界,20240229,1072,257,815,2024-02-29 周四,-6.0,-13.0,8,8,6,3,62,2
153,冰雪大世界,20240301,708,202,506,2024-03-01 周五,-9.0,-17.0,3,1,8,3,31,1
154,冰雪大世界,20240302,635,144,491,2024-03-02 周六,-8.0,-17.0,3,1,6,2,35,1
155,冰雪大世界,20240303,723,158,565,2024-03-03 周日,-6.0,-16.0,3,1,7,2,45,1
156,冰雪大世界,20240304,594,201,393,2024-03-04 周一,-3.0,-12.0,3,1,7,2,39,1
157,冰雪大世界,20240305,607,193,414,2024-03-05 周二,-1.0,-14.0,3,1,7,2,46,1
158,冰雪大世界,20240306,584,186,398,2024-03-06 周三,0.0,-14.0,3,1,6,2,46,1
159,冰雪大世界,20240307,607,233,374,2024-03-07 周四,1.0,-11.0,4,2,6,1,60,2
160,冰雪大世界,20240308,469,110,359,2024-03-08 周五,-3.0,-14.0,3,1,8,3,32,1
161,冰雪大世界,20240309,494,120,374,2024-03-09 周六,1.0,-13.0,1,1,6,2,46,1
162,冰雪大世界,20240310,580,112,468,2024-03-10 周日,4.0,-7.0,4,1,6,2,76,2
163,冰雪大世界,20240311,542,182,360,2024-03-11 周一,3.0,-7.0,3,1,8,2,78,2
164,冰雪大世界,20240312,534,188,346,2024-03-12 周二,4.0,-5.0,2,1,6,2,43,1
165,冰雪大世界,20240313,617,190,427,2024-03-13 周三,6.0,-2.0,1,2,7,1,52,2
166,冰雪大世界,20240314,592,180,412,2024-03-14 周四,8.0,0.0,2,2,6,2,43,1
167,冰雪大世界,20240315,479,159,320,2024-03-15 周五,6.0,-5.0,2,2,8,4,42,1
168,冰雪大世界,20240316,548,133,415,2024-03-16 周六,1.0,-6.0,10,8,3,3,30,1
169,冰雪大世界,20240317,622,123,499,2024-03-17 周日,1.0,-8.0,1,1,8,3,25,1
170,冰雪大世界,20240318,540,179,361,2024-03-18 周一,1.0,-8.0,2,1,2,2,29,1
171,冰雪大世界,20240319,470,179,291,2024-03-19 周二,3.0,-7.0,3,2,7,1,38,1
172,冰雪大世界,20240320,454,163,291,2024-03-20 周三,3.0,-8.0,2,1,8,2,30,1
173,冰雪大世界,20240321,489,219,270,2024-03-21 周四,4.0,-5.0,1,1,4,2,47,1
174,冰雪大世界,20240322,396,150,246,2024-03-22 周五,6.0,-3.0,2,7,4,3,41,1
175,冰雪大世界,20240323,360,97,263,2024-03-23 周六,5.0,-6.0,7,1,6,3,56,2
176,冰雪大世界,20240324,439,106,333,2024-03-24 周日,5.0,-5.0,1,1,7,2,28,1
177,冰雪大世界,20240325,385,125,260,2024-03-25 周一,10.0,-3.0,2,1,8,1,37,1
178,冰雪大世界,20240326,416,139,277,2024-03-26 周二,9.0,-2.0,4,1,4,2,72,2
179,冰雪大世界,20240327,447,137,310,2024-03-27 周三,13.0,6.0,3,5,5,4,60,2
180,冰雪大世界,20240328,466,161,305,2024-03-28 周四,8.0,-4.0,3,1,6,5,172,4
181,冰雪大世界,20240329,394,131,263,2024-03-29 周五,3.0,-3.0,3,2,6,4,46,1
182,冰雪大世界,20240330,413,142,271,2024-03-30 周六,2.0,-5.0,3,2,7,3,39,1
183,冰雪大世界,20240331,433,110,323,2024-03-31 周日,1.0,-5.0,2,1,8,3,35,1
184,冰雪大世界,20240401,407,150,257,2024-04-01 周一,5.0,-4.0,1,1,8,3,43,1
185,冰雪大世界,20240402,370,142,228,2024-04-02 周二,10.0,-3.0,3,1,6,3,55,2
186,冰雪大世界,20240403,360,125,235,2024-04-03 周三,10.0,-2.0,3,2,8,3,51,2
187,冰雪大世界,20240404,406,91,315,2024-04-04 周四,11.0,0.0,1,1,8,3,42,1
188,冰雪大世界,20240405,387,93,294,2024-04-05 周五,14.0,7.0,1,2,6,4,59,2
189,冰雪大世界,20240406,388,110,278,2024-04-06 周六,15.0,-2.0,2,1,7,4,67,2
190,冰雪大世界,20240407,425,148,277,2024-04-07 周日,13.0,-5.0,3,1,6,3,38,1
191,冰雪大世界,20240408,385,146,239,2024-04-08 周一,2.0,-5.0,1,1,8,3,31,1
192,冰雪大世界,20240409,352,121,231,2024-04-09 周二,10.0,-1.0,1,1,6,3,62,2
193,冰雪大世界,20240410,370,118,252,2024-04-10 周三,16.0,5.0,2,1,6,3,166,4
194,冰雪大世界,20240411,364,152,212,2024-04-11 周四,19.0,11.0,2,5,6,4,161,4
195,冰雪大世界,20240412,340,91,249,2024-04-12 周五,23.0,12.0,5,2,6,4,112,3
196,冰雪大世界,20240413,299,87,212,2024-04-13 周六,23.0,12.0,3,1,6,4,73,2
197,冰雪大世界,20240414,365,101,264,2024-04-14 周日,24.0,14.0,2,2,6,5,74,2
198,冰雪大世界,20240415,367,110,257,2024-04-15 周一,21.0,7.0,5,5,6,2,117,3
199,冰雪大世界,20240416,370,121,249,2024-04-16 周二,13.0,2.0,3,1,8,3,53,2
200,冰雪大世界,20240417,325,93,232,2024-04-17 周三,21.0,7.0,2,2,6,2,41,1
201,冰雪大世界,20240418,353,112,241,2024-04-18 周四,19.0,2.0,3,1,8,3,54,2
202,冰雪大世界,20240419,320,112,208,2024-04-19 周五,13.0,1.0,1,1,8,4,44,1
203,冰雪大世界,20240420,310,76,234,2024-04-20 周六,16.0,3.0,3,2,4,3,131,3
204,冰雪大世界,20240421,359,93,266,2024-04-21 周日,21.0,10.0,2,2,5,3,134,3
205,冰雪大世界,20240422,319,118,201,2024-04-22 周一,22.0,8.0,2,5,5,4,155,4
206,冰雪大世界,20240423,337,129,208,2024-04-23 周二,17.0,8.0,3,2,1,1,55,2
207,冰雪大世界,20240424,318,118,200,2024-04-24 周三,19.0,10.0,3,2,6,3,61,2
208,冰雪大世界,20240425,320,108,212,2024-04-25 周四,19.0,7.0,3,2,7,4,47,1
209,冰雪大世界,20240426,320,127,193,2024-04-26 周五,17.0,8.0,3,2,8,3,37,1
210,冰雪大世界,20240427,373,95,278,2024-04-27 周六,16.0,4.0,3,2,8,3,39,1
211,冰雪大世界,20240428,350,112,238,2024-04-28 周日,13.0,2.0,3,1,1,3,48,1
212,冰雪大世界,20240429,307,112,195,2024-04-29 周一,14.0,5.0,3,2,2,2,69,2
213,冰雪大世界,20240430,382,129,253,2024-04-30 周二,18.0,7.0,3,1,6,2,68,2
32,沙糖桔,20231101,519,114,405,2023-11-01 周三,4.0,-1.0,3,2,1,1,45,1
33,沙糖桔,20231102,448,106,342,2023-11-02 周四,12.0,-4.0,4,2,6,2,72,2
34,沙糖桔,20231103,498,97,401,2023-11-03 周五,0.0,-9.0,2,1,8,3,31,1
35,沙糖桔,20231104,498,82,416,2023-11-04 周六,0.0,-3.0,3,2,2,3,36,1
36,沙糖桔,20231105,468,95,373,2023-11-05 周日,1.0,-3.0,3,7,2,3,42,1
37,沙糖桔,20231106,548,108,440,2023-11-06 周一,-2.0,-9.0,12,10,2,5,37,1
38,沙糖桔,20231107,513,97,416,2023-11-07 周二,-5.0,-17.0,8,2,7,2,29,1
39,沙糖桔,20231108,591,99,492,2023-11-08 周三,-5.0,-15.0,11,2,4,2,61,2
40,沙糖桔,20231109,584,116,468,2023-11-09 周四,-3.0,-18.0,8,1,6,2,60,2
41,沙糖桔,20231110,509,116,393,2023-11-10 周五,-5.0,-15.0,8,2,7,3,43,1
42,沙糖桔,20231111,523,87,436,2023-11-11 周六,-7.0,-15.0,8,1,6,2,53,2
43,沙糖桔,20231112,649,78,571,2023-11-12 周日,-7.0,-11.0,8,1,6,2,79,2
44,沙糖桔,20231113,549,112,437,2023-11-13 周一,-3.0,-12.0,8,1,6,3,50,1
45,沙糖桔,20231114,657,85,572,2023-11-14 周二,0.0,-12.0,8,2,5,2,97,2
46,沙糖桔,20231115,652,133,519,2023-11-15 周三,0.0,-7.0,8,8,6,2,127,3
47,沙糖桔,20231116,638,121,517,2023-11-16 周四,0.0,-10.0,10,2,6,3,151,4
48,沙糖桔,20231117,735,104,631,2023-11-17 周五,-3.0,-7.0,3,9,8,2,44,1
49,沙糖桔,20231118,745,114,631,2023-11-18 周六,-3.0,-9.0,2,2,6,2,35,1
50,沙糖桔,20231119,882,82,800,2023-11-19 周日,-1.0,-11.0,3,1,8,3,41,1
51,沙糖桔,20231120,943,140,803,2023-11-20 周一,3.0,-1.0,2,1,6,4,47,1
52,沙糖桔,20231121,822,116,706,2023-11-21 周二,4.0,-8.0,4,2,6,2,67,2
53,沙糖桔,20231122,823,120,703,2023-11-22 周三,0.0,-9.0,12,10,2,4,77,2
54,沙糖桔,20231123,783,116,667,2023-11-23 周四,-8.0,-22.0,8,1,1,4,21,1
55,沙糖桔,20231124,797,133,664,2023-11-24 周五,-11.0,-21.0,3,1,7,3,27,1
56,沙糖桔,20231125,878,89,789,2023-11-25 周六,-12.0,-23.0,3,2,6,2,38,1
57,沙糖桔,20231126,996,139,857,2023-11-26 周日,-12.0,-19.0,4,2,2,1,80,2
58,沙糖桔,20231127,920,140,780,2023-11-27 周一,-12.0,-22.0,2,2,1,1,116,3
59,沙糖桔,20231128,819,162,657,2023-11-28 周二,-13.0,-21.0,4,1,6,2,70,2
60,沙糖桔,20231129,912,139,773,2023-11-29 周三,-13.0,-20.0,3,1,7,3,39,1
61,沙糖桔,20231130,840,137,703,2023-11-30 周四,-11.0,-22.0,3,1,6,3,38,1
62,沙糖桔,20231201,845,148,697,2023-12-01 周五,-8.0,-17.0,8,1,6,2,70,2
63,沙糖桔,20231202,837,110,727,2023-12-02 周六,-5.0,-17.0,8,1,6,2,71,2
64,沙糖桔,20231203,935,102,833,2023-12-03 周日,-4.0,-13.0,8,1,5,4,63,2
65,沙糖桔,20231204,834,144,690,2023-12-04 周一,0.0,-14.0,8,2,6,3,56,2
66,沙糖桔,20231205,806,118,688,2023-12-05 周二,3.0,-8.0,8,2,5,4,134,3
67,沙糖桔,20231206,912,157,755,2023-12-06 周三,-2.0,-18.0,8,2,6,3,27,1
68,沙糖桔,20231207,796,140,656,2023-12-07 周四,-8.0,-15.0,8,2,6,2,34,1
69,沙糖桔,20231208,774,137,637,2023-12-08 周五,2.0,-15.0,2,2,6,3,85,2
70,沙糖桔,20231209,815,116,699,2023-12-09 周六,-12.0,-21.0,3,1,7,3,29,1
71,沙糖桔,20231210,944,102,842,2023-12-10 周日,-15.0,-25.0,3,1,7,3,39,1
72,沙糖桔,20231211,619,162,457,2023-12-11 周一,-17.0,-25.0,2,1,1,1,56,2
73,沙糖桔,20231212,524,148,376,2023-12-12 周二,-16.0,-26.0,8,1,8,1,65,2
74,沙糖桔,20231213,698,142,556,2023-12-13 周三,-14.0,-25.0,3,1,2,1,124,3
75,沙糖桔,20231214,738,146,592,2023-12-14 周四,-17.0,-23.0,2,2,2,2,68,2
76,沙糖桔,20231215,720,146,574,2023-12-15 周五,-17.0,-20.0,3,2,1,3,35,1
77,沙糖桔,20231216,636,93,543,2023-12-16 周六,-18.0,-25.0,8,2,8,3,42,1
78,沙糖桔,20231217,686,97,589,2023-12-17 周日,-19.0,-27.0,3,1,6,3,33,1
79,沙糖桔,20231218,734,148,586,2023-12-18 周一,-18.0,-27.0,3,1,6,1,90,2
80,沙糖桔,20231219,722,159,563,2023-12-19 周二,-20.0,-29.0,2,2,1,2,130,3
81,沙糖桔,20231220,754,168,586,2023-12-20 周三,-21.0,-29.0,3,2,6,2,78,2
82,沙糖桔,20231221,750,151,599,2023-12-21 周四,-19.0,-29.0,2,1,6,2,101,3
83,沙糖桔,20231222,669,116,553,2023-12-22 周五,-15.0,-23.0,3,1,6,3,100,2
84,沙糖桔,20231223,661,116,545,2023-12-23 周六,-10.0,-20.0,3,1,6,2,106,3
85,沙糖桔,20231224,790,116,674,2023-12-24 周日,-12.0,-22.0,3,1,6,3,89,2
86,沙糖桔,20231225,795,137,658,2023-12-25 周一,-10.0,-16.0,2,8,5,3,113,3
87,沙糖桔,20231226,798,139,659,2023-12-26 周二,-16.0,-19.0,3,1,8,2,98,2
88,沙糖桔,20231227,850,165,685,2023-12-27 周三,-8.0,-16.0,2,1,6,3,126,3
89,沙糖桔,20231228,891,125,766,2023-12-28 周四,-6.0,-15.0,8,1,6,2,99,2
90,沙糖桔,20231229,840,135,705,2023-12-29 周五,-5.0,-14.0,8,2,6,2,120,3
91,沙糖桔,20231230,821,91,730,2023-12-30 周六,-10.0,-17.0,8,8,2,3,210,5
92,沙糖桔,20231231,788,83,705,2023-12-31 周日,-16.0,-23.0,1,2,1,2,36,1
93,沙糖桔,20240101,873,91,782,2024-01-01 周一,-9.0,-18.0,1,2,6,3,87,2
94,沙糖桔,20240102,841,168,673,2024-01-02 周二,-11.0,-20.0,1,1,6,1,137,3
95,沙糖桔,20240103,1310,372,938,2024-01-03 周三,-9.0,-18.0,1,2,6,2,145,3
96,沙糖桔,20240104,1701,461,1240,2024-01-04 周四,-4.0,-11.0,1,10,5,3,67,2
97,沙糖桔,20240105,2136,512,1624,2024-01-05 周五,-10.0,-21.0,8,2,7,3,50,1
98,沙糖桔,20240106,2077,264,1813,2024-01-06 周六,-15.0,-26.0,2,1,6,2,104,3
99,沙糖桔,20240107,1978,211,1767,2024-01-07 周日,-14.0,-25.0,1,1,7,2,64,2
100,沙糖桔,20240108,1706,330,1376,2024-01-08 周一,-10.0,-26.0,3,1,6,3,48,1
101,沙糖桔,20240109,1242,279,963,2024-01-09 周二,-13.0,-23.0,8,1,6,1,76,2
102,沙糖桔,20240110,1190,239,951,2024-01-10 周三,-7.0,-10.0,3,8,6,4,66,2
103,沙糖桔,20240111,1111,204,907,2024-01-11 周四,-11.0,-26.0,8,2,8,3,67,2
104,沙糖桔,20240112,1137,205,932,2024-01-12 周五,-13.0,-29.0,4,2,8,1,70,2
105,沙糖桔,20240113,1082,144,938,2024-01-13 周六,-13.0,-17.0,2,8,5,2,150,3
106,沙糖桔,20240114,1033,139,894,2024-01-14 周日,-11.0,-23.0,3,1,8,3,66,2
107,沙糖桔,20240115,1040,176,864,2024-01-15 周一,-11.0,-23.0,2,1,6,2,43,1
108,沙糖桔,20240116,1039,209,830,2024-01-16 周二,-5.0,-11.0,3,1,6,4,68,2
109,沙糖桔,20240117,1028,165,863,2024-01-17 周三,-7.0,-21.0,4,1,7,2,79,2
110,沙糖桔,20240118,1003,162,841,2024-01-18 周四,-10.0,-27.0,3,1,8,1,67,2
111,沙糖桔,20240119,983,142,841,2024-01-19 周五,-15.0,-27.0,2,1,8,2,114,3
112,沙糖桔,20240120,952,104,848,2024-01-20 周六,-17.0,-22.0,3,8,2,3,58,2
113,沙糖桔,20240121,953,110,843,2024-01-21 周日,-19.0,-22.0,3,9,1,2,34,1
114,沙糖桔,20240122,835,157,678,2024-01-22 周一,-19.0,-31.0,3,1,8,3,30,1
115,沙糖桔,20240123,888,144,744,2024-01-23 周二,-16.0,-24.0,8,2,6,2,94,2
116,沙糖桔,20240124,909,125,784,2024-01-24 周三,-14.0,-26.0,3,1,8,2,50,1
