日期,景点,省份,市,客流指数
2023-7-1,天涯海角游览区,海南省,三亚市,0.58
2023-7-1,大东海旅游区,海南省,三亚市,0.27
2023-7-1,亚龙湾爱立方滨海乐园,海南省,三亚市,0.24
2023-7-1,小洞天,海南省,三亚市,0.23
2023-7-1,三亚大小洞天旅游区,海南省,三亚市,0.22
2023-7-1,鹿回头风景区,海南省,三亚市,0.21
2023-7-1,三亚西岛旅游区,海南省,三亚市,0.21
2023-7-1,亚龙湾国际玫瑰谷,海南省,三亚市,0.16
2023-7-1,三亚千古情景区,海南省,三亚市,0.15
2023-7-1,南山海上观音,海南省,三亚市,0.15
2023-7-1,椰梦长廊,海南省,三亚市,0.11
2023-7-1,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.1
2023-7-1,古崖州城,海南省,三亚市,0.05
2023-7-1,梦幻水上乐园,海南省,三亚市,0.03
2023-7-1,水稻国家公园,海南省,三亚市,0.02
2023-7-2,三亚南山文化旅游区,海南省,三亚市,1.81
2023-7-2,亚龙湾热带天堂森林公园,海南省,三亚市,0.81
2023-7-2,三亚湾,海南省,三亚市,0.78
2023-7-2,天涯海角游览区,海南省,三亚市,0.71
2023-7-2,亚龙湾爱立方滨海乐园,海南省,三亚市,0.31
2023-7-2,大东海旅游区,海南省,三亚市,0.31
2023-7-2,三亚大小洞天旅游区,海南省,三亚市,0.3
2023-7-2,小洞天,海南省,三亚市,0.29
2023-7-2,三亚西岛旅游区,海南省,三亚市,0.24
2023-7-2,鹿回头风景区,海南省,三亚市,0.23
2023-7-2,南山海上观音,海南省,三亚市,0.22
2023-7-2,亚龙湾国际玫瑰谷,海南省,三亚市,0.18
2023-7-2,三亚千古情景区,海南省,三亚市,0.16
2023-7-2,椰梦长廊,海南省,三亚市,0.14
2023-7-2,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.11
2023-7-2,古崖州城,海南省,三亚市,0.06
2023-7-2,梦幻水上乐园,海南省,三亚市,0.04
2023-7-2,水稻国家公园,海南省,三亚市,0.02
2023-7-3,三亚南山文化旅游区,海南省,三亚市,2.19
2023-7-3,天涯海角游览区,海南省,三亚市,1.2
2023-7-3,亚龙湾热带天堂森林公园,海南省,三亚市,1.18
2023-7-3,三亚湾,海南省,三亚市,0.99
2023-7-3,亚龙湾爱立方滨海乐园,海南省,三亚市,0.45
2023-7-3,小洞天,海南省,三亚市,0.42
2023-7-3,大东海旅游区,海南省,三亚市,0.39
2023-7-3,亚龙湾国际玫瑰谷,海南省,三亚市,0.39
2023-7-3,三亚大小洞天旅游区,海南省,三亚市,0.37
2023-7-3,三亚西岛旅游区,海南省,三亚市,0.33
2023-7-3,三亚千古情景区,海南省,三亚市,0.27
2023-7-3,鹿回头风景区,海南省,三亚市,0.27
2023-7-3,南山海上观音,海南省,三亚市,0.26
2023-7-3,椰梦长廊,海南省,三亚市,0.17
2023-7-3,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.17
2023-7-3,古崖州城,海南省,三亚市,0.08
2023-7-3,梦幻水上乐园,海南省,三亚市,0.07
2023-7-3,水稻国家公园,海南省,三亚市,0.02
2023-7-4,三亚南山文化旅游区,海南省,三亚市,3.46
2023-7-4,亚龙湾热带天堂森林公园,海南省,三亚市,1.97
2023-7-4,三亚湾,海南省,三亚市,1.95
2023-7-4,天涯海角游览区,海南省,三亚市,1.76
2023-7-4,亚龙湾爱立方滨海乐园,海南省,三亚市,0.75
2023-7-4,大东海旅游区,海南省,三亚市,0.73
2023-7-4,小洞天,海南省,三亚市,0.7
2023-7-4,三亚大小洞天旅游区,海南省,三亚市,0.56
2023-7-4,三亚西岛旅游区,海南省,三亚市,0.56
2023-7-4,鹿回头风景区,海南省,三亚市,0.52
2023-7-4,亚龙湾国际玫瑰谷,海南省,三亚市,0.47
2023-7-4,三亚千古情景区,海南省,三亚市,0.46
2023-7-4,南山海上观音,海南省,三亚市,0.45
2023-7-4,椰梦长廊,海南省,三亚市,0.38
2023-7-4,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.33
2023-7-4,古崖州城,海南省,三亚市,0.14
2023-7-4,梦幻水上乐园,海南省,三亚市,0.12
2023-7-4,水稻国家公园,海南省,三亚市,0.05
2023-7-5,三亚南山文化旅游区,海南省,三亚市,3.37
2023-7-5,三亚湾,海南省,三亚市,2.25
2023-7-5,亚龙湾热带天堂森林公园,海南省,三亚市,2.22
2023-7-5,天涯海角游览区,海南省,三亚市,1.89
2023-7-5,大东海旅游区,海南省,三亚市,0.82
2023-7-5,亚龙湾爱立方滨海乐园,海南省,三亚市,0.79
2023-7-5,小洞天,海南省,三亚市,0.73
2023-7-5,三亚西岛旅游区,海南省,三亚市,0.62
2023-7-5,三亚大小洞天旅游区,海南省,三亚市,0.58
2023-7-5,鹿回头风景区,海南省,三亚市,0.56
2023-7-5,三亚千古情景区,海南省,三亚市,0.5
2023-7-5,椰梦长廊,海南省,三亚市,0.49
2023-7-5,亚龙湾国际玫瑰谷,海南省,三亚市,0.48
2023-7-5,南山海上观音,海南省,三亚市,0.46
2023-7-5,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.33
2023-7-5,古崖州城,海南省,三亚市,0.15
2023-7-5,梦幻水上乐园,海南省,三亚市,0.14
2023-7-5,水稻国家公园,海南省,三亚市,0.07
2023-7-6,三亚南山文化旅游区,海南省,三亚市,3.3
2023-7-6,三亚湾,海南省,三亚市,2.18
2023-7-6,亚龙湾热带天堂森林公园,海南省,三亚市,2.05
2023-7-6,天涯海角游览区,海南省,三亚市,1.76
2023-7-6,大东海旅游区,海南省,三亚市,0.79
2023-7-6,亚龙湾爱立方滨海乐园,海南省,三亚市,0.77
2023-7-6,小洞天,海南省,三亚市,0.64
2023-7-6,三亚西岛旅游区,海南省,三亚市,0.56
2023-7-6,鹿回头风景区,海南省,三亚市,0.52
2023-7-6,三亚大小洞天旅游区,海南省,三亚市,0.5
2023-7-6,亚龙湾国际玫瑰谷,海南省,三亚市,0.5
2023-7-6,南山海上观音,海南省,三亚市,0.46
2023-7-6,椰梦长廊,海南省,三亚市,0.45
2023-7-6,三亚千古情景区,海南省,三亚市,0.45
2023-7-6,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.3
2023-7-6,古崖州城,海南省,三亚市,0.15
2023-7-6,梦幻水上乐园,海南省,三亚市,0.12
2023-7-6,水稻国家公园,海南省,三亚市,0.07
2023-7-7,三亚南山文化旅游区,海南省,三亚市,2.8
2023-7-7,三亚湾,海南省,三亚市,1.89
2023-7-7,亚龙湾热带天堂森林公园,海南省,三亚市,1.78
2023-7-7,天涯海角游览区,海南省,三亚市,1.35
2023-7-7,大东海旅游区,海南省,三亚市,0.68
2023-7-7,亚龙湾爱立方滨海乐园,海南省,三亚市,0.61
2023-7-7,小洞天,海南省,三亚市,0.51
2023-7-7,三亚西岛旅游区,海南省,三亚市,0.49
2023-7-7,亚龙湾国际玫瑰谷,海南省,三亚市,0.47
2023-7-7,鹿回头风景区,海南省,三亚市,0.45
2023-7-7,椰梦长廊,海南省,三亚市,0.4
2023-7-7,三亚千古情景区,海南省,三亚市,0.4
2023-7-7,三亚大小洞天旅游区,海南省,三亚市,0.39
2023-7-7,南山海上观音,海南省,三亚市,0.39
2023-7-7,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.25
2023-7-7,古崖州城,海南省,三亚市,0.13
2023-7-7,梦幻水上乐园,海南省,三亚市,0.1
2023-7-7,水稻国家公园,海南省,三亚市,0.06
2023-7-8,三亚南山文化旅游区,海南省,三亚市,2.2
2023-7-8,三亚湾,海南省,三亚市,1.5
2023-7-8,亚龙湾热带天堂森林公园,海南省,三亚市,1.25
2023-7-8,天涯海角游览区,海南省,三亚市,0.99
2023-7-8,大东海旅游区,海南省,三亚市,0.55
2023-7-8,亚龙湾爱立方滨海乐园,海南省,三亚市,0.45
2023-7-8,三亚西岛旅游区,海南省,三亚市,0.37
2023-7-8,鹿回头风景区,海南省,三亚市,0.36
2023-7-8,小洞天,海南省,三亚市,0.36
2023-7-8,亚龙湾国际玫瑰谷,海南省,三亚市,0.34
2023-7-8,三亚千古情景区,海南省,三亚市,0.3
2023-7-8,南山海上观音,海南省,三亚市,0.3
2023-7-8,椰梦长廊,海南省,三亚市,0.29
2023-7-8,三亚大小洞天旅游区,海南省,三亚市,0.27
2023-7-8,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.18
2023-7-8,古崖州城,海南省,三亚市,0.12
2023-7-8,梦幻水上乐园,海南省,三亚市,0.06
2023-7-8,水稻国家公园,海南省,三亚市,0.04
2023-7-9,三亚南山文化旅游区,海南省,三亚市,1.25
2023-7-9,三亚湾,海南省,三亚市,0.73
2023-7-9,亚龙湾热带天堂森林公园,海南省,三亚市,0.66
2023-7-9,天涯海角游览区,海南省,三亚市,0.57
2023-7-9,大东海旅游区,海南省,三亚市,0.29
2023-7-9,亚龙湾爱立方滨海乐园,海南省,三亚市,0.23
2023-7-9,小洞天,海南省,三亚市,0.2
2023-7-9,三亚西岛旅游区,海南省,三亚市,0.2
2023-7-9,三亚大小洞天旅游区,海南省,三亚市,0.19
2023-7-9,鹿回头风景区,海南省,三亚市,0.18
2023-7-9,亚龙湾国际玫瑰谷,海南省,三亚市,0.16
2023-7-9,南山海上观音,海南省,三亚市,0.15
2023-7-9,椰梦长廊,海南省,三亚市,0.13
2023-7-9,三亚千古情景区,海南省,三亚市,0.12
2023-7-9,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.09
2023-7-9,古崖州城,海南省,三亚市,0.04
2023-7-9,梦幻水上乐园,海南省,三亚市,0.03
2023-7-9,水稻国家公园,海南省,三亚市,0.02
2023-7-10,三亚南山文化旅游区,海南省,三亚市,2.2
2023-7-10,亚龙湾热带天堂森林公园,海南省,三亚市,1.15
2023-7-10,天涯海角游览区,海南省,三亚市,1.09
2023-7-10,三亚湾,海南省,三亚市,0.98
2023-7-10,大东海旅游区,海南省,三亚市,0.39
2023-7-10,亚龙湾爱立方滨海乐园,海南省,三亚市,0.37
2023-7-10,三亚大小洞天旅游区,海南省,三亚市,0.36
2023-7-10,小洞天,海南省,三亚市,0.35
2023-7-10,三亚西岛旅游区,海南省,三亚市,0.29
2023-7-10,鹿回头风景区,海南省,三亚市,0.29
2023-7-10,南山海上观音,海南省,三亚市,0.26
2023-7-10,三亚千古情景区,海南省,三亚市,0.26
2023-7-10,亚龙湾国际玫瑰谷,海南省,三亚市,0.25
2023-7-10,椰梦长廊,海南省,三亚市,0.19
2023-7-10,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.15
2023-7-10,梦幻水上乐园,海南省,三亚市,0.07
2023-7-10,古崖州城,海南省,三亚市,0.06
2023-7-10,水稻国家公园,海南省,三亚市,0.02
2023-7-11,三亚南山文化旅游区,海南省,三亚市,4.28
2023-7-11,三亚湾,海南省,三亚市,2.35
2023-7-11,亚龙湾热带天堂森林公园,海南省,三亚市,2.32
2023-7-11,天涯海角游览区,海南省,三亚市,2.08
2023-7-11,大东海旅游区,海南省,三亚市,0.91
2023-7-11,亚龙湾爱立方滨海乐园,海南省,三亚市,0.83
2023-7-11,小洞天,海南省,三亚市,0.7
2023-7-11,三亚西岛旅游区,海南省,三亚市,0.67
2023-7-11,鹿回头风景区,海南省,三亚市,0.64
2023-7-11,三亚千古情景区,海南省,三亚市,0.63
2023-7-11,三亚大小洞天旅游区,海南省,三亚市,0.63
2023-7-11,南山海上观音,海南省,三亚市,0.61
2023-7-11,亚龙湾国际玫瑰谷,海南省,三亚市,0.54
2023-7-11,椰梦长廊,海南省,三亚市,0.49
2023-7-11,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.35
2023-7-11,古崖州城,海南省,三亚市,0.16
2023-7-11,梦幻水上乐园,海南省,三亚市,0.12
2023-7-11,水稻国家公园,海南省,三亚市,0.07
2023-7-12,三亚南山文化旅游区,海南省,三亚市,3.72
2023-7-12,三亚湾,海南省,三亚市,2.11
2023-7-12,亚龙湾热带天堂森林公园,海南省,三亚市,2.09
2023-7-12,天涯海角游览区,海南省,三亚市,1.81
2023-7-12,大东海旅游区,海南省,三亚市,0.82
2023-7-12,亚龙湾爱立方滨海乐园,海南省,三亚市,0.69
2023-7-12,小洞天,海南省,三亚市,0.62
2023-7-12,鹿回头风景区,海南省,三亚市,0.58
2023-7-12,三亚西岛旅游区,海南省,三亚市,0.56
2023-7-12,三亚千古情景区,海南省,三亚市,0.56
2023-7-12,三亚大小洞天旅游区,海南省,三亚市,0.54
2023-7-12,亚龙湾国际玫瑰谷,海南省,三亚市,0.54
2023-7-12,南山海上观音,海南省,三亚市,0.52
2023-7-12,椰梦长廊,海南省,三亚市,0.44
2023-7-12,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.29
2023-7-12,古崖州城,海南省,三亚市,0.15
2023-7-12,梦幻水上乐园,海南省,三亚市,0.12
2023-7-12,水稻国家公园,海南省,三亚市,0.06
2023-7-13,三亚南山文化旅游区,海南省,三亚市,3.54
2023-7-13,三亚湾,海南省,三亚市,1.98
2023-7-13,亚龙湾热带天堂森林公园,海南省,三亚市,1.95
2023-7-13,天涯海角游览区,海南省,三亚市,1.72
2023-7-13,大东海旅游区,海南省,三亚市,0.77
2023-7-13,亚龙湾爱立方滨海乐园,海南省,三亚市,0.72
2023-7-13,小洞天,海南省,三亚市,0.59
2023-7-13,三亚西岛旅游区,海南省,三亚市,0.54
2023-7-13,三亚大小洞天旅游区,海南省,三亚市,0.53
2023-7-13,鹿回头风景区,海南省,三亚市,0.53
2023-7-13,南山海上观音,海南省,三亚市,0.52
2023-7-13,亚龙湾国际玫瑰谷,海南省,三亚市,0.5
2023-7-13,三亚千古情景区,海南省,三亚市,0.49
2023-7-13,椰梦长廊,海南省,三亚市,0.43
2023-7-13,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.27
2023-7-13,古崖州城,海南省,三亚市,0.14
2023-7-13,梦幻水上乐园,海南省,三亚市,0.12
2023-7-13,水稻国家公园,海南省,三亚市,0.04
2023-7-14,三亚南山文化旅游区,海南省,三亚市,3.98
2023-7-14,三亚湾,海南省,三亚市,2.23
2023-7-14,亚龙湾热带天堂森林公园,海南省,三亚市,2.22
2023-7-14,天涯海角游览区,海南省,三亚市,2.03
2023-7-14,大东海旅游区,海南省,三亚市,0.86
2023-7-14,亚龙湾爱立方滨海乐园,海南省,三亚市,0.86
2023-7-14,小洞天,海南省,三亚市,0.68
2023-7-14,三亚大小洞天旅游区,海南省,三亚市,0.62
2023-7-14,鹿回头风景区,海南省,三亚市,0.59
2023-7-14,三亚西岛旅游区,海南省,三亚市,0.59
2023-7-14,南山海上观音,海南省,三亚市,0.59
2023-7-14,三亚千古情景区,海南省,三亚市,0.57
2023-7-14,亚龙湾国际玫瑰谷,海南省,三亚市,0.54
2023-7-14,椰梦长廊,海南省,三亚市,0.46
2023-7-14,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.32
2023-7-14,古崖州城,海南省,三亚市,0.17
2023-7-14,梦幻水上乐园,海南省,三亚市,0.14
2023-7-14,水稻国家公园,海南省,三亚市,0.05
2023-7-15,三亚南山文化旅游区,海南省,三亚市,2.82
2023-7-15,三亚湾,海南省,三亚市,1.79
2023-7-15,亚龙湾热带天堂森林公园,海南省,三亚市,1.57
2023-7-15,天涯海角游览区,海南省,三亚市,1.23
2023-7-15,大东海旅游区,海南省,三亚市,0.65
2023-7-15,亚龙湾爱立方滨海乐园,海南省,三亚市,0.54
2023-7-15,小洞天,海南省,三亚市,0.49
2023-7-15,三亚西岛旅游区,海南省,三亚市,0.46
2023-7-15,亚龙湾国际玫瑰谷,海南省,三亚市,0.46
2023-7-15,鹿回头风景区,海南省,三亚市,0.45
2023-7-15,三亚大小洞天旅游区,海南省,三亚市,0.43
2023-7-15,南山海上观音,海南省,三亚市,0.41
2023-7-15,椰梦长廊,海南省,三亚市,0.37
2023-7-15,三亚千古情景区,海南省,三亚市,0.36
2023-7-15,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.2
2023-7-15,古崖州城,海南省,三亚市,0.18
2023-7-15,梦幻水上乐园,海南省,三亚市,0.09
2023-7-15,水稻国家公园,海南省,三亚市,0.04
2023-7-16,三亚南山文化旅游区,海南省,三亚市,2.74
2023-7-16,三亚湾,海南省,三亚市,1.86
2023-7-16,亚龙湾热带天堂森林公园,海南省,三亚市,1.4
2023-7-16,天涯海角游览区,海南省,三亚市,1.28
2023-7-16,大东海旅游区,海南省,三亚市,0.61
2023-7-16,亚龙湾爱立方滨海乐园,海南省,三亚市,0.61
2023-7-16,小洞天,海南省,三亚市,0.48
2023-7-16,鹿回头风景区,海南省,三亚市,0.46
2023-7-16,椰梦长廊,海南省,三亚市,0.44
2023-7-16,亚龙湾国际玫瑰谷,海南省,三亚市,0.43
2023-7-16,三亚西岛旅游区,海南省,三亚市,0.42
2023-7-16,南山海上观音,海南省,三亚市,0.42
2023-7-16,三亚大小洞天旅游区,海南省,三亚市,0.42
2023-7-16,三亚千古情景区,海南省,三亚市,0.33
2023-7-16,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.19
2023-7-16,古崖州城,海南省,三亚市,0.14
2023-7-16,梦幻水上乐园,海南省,三亚市,0.07
2023-7-16,水稻国家公园,海南省,三亚市,0.04
2023-7-17,三亚湾,海南省,三亚市,1.66
2023-7-17,亚龙湾热带天堂森林公园,海南省,三亚市,0.85
2023-7-17,三亚南山文化旅游区,海南省,三亚市,0.63
2023-7-17,大东海旅游区,海南省,三亚市,0.61
2023-7-17,天涯海角游览区,海南省,三亚市,0.56
2023-7-17,亚龙湾爱立方滨海乐园,海南省,三亚市,0.47
2023-7-17,小洞天,海南省,三亚市,0.42
2023-7-17,椰梦长廊,海南省,三亚市,0.42
2023-7-17,三亚千古情景区,海南省,三亚市,0.37
2023-7-17,鹿回头风景区,海南省,三亚市,0.28
2023-7-17,三亚大小洞天旅游区,海南省,三亚市,0.23
2023-7-17,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.2
2023-7-17,亚龙湾国际玫瑰谷,海南省,三亚市,0.17
2023-7-17,三亚西岛旅游区,海南省,三亚市,0.14
2023-7-17,古崖州城,海南省,三亚市,0.12
2023-7-17,梦幻水上乐园,海南省,三亚市,0.07
2023-7-17,水稻国家公园,海南省,三亚市,0.02
2023-7-17,南山海上观音,海南省,三亚市,0.02
2023-7-18,三亚南山文化旅游区,海南省,三亚市,3.09
2023-7-18,亚龙湾热带天堂森林公园,海南省,三亚市,1.92
2023-7-18,三亚湾,海南省,三亚市,1.79
2023-7-18,天涯海角游览区,海南省,三亚市,1.51
2023-7-18,大东海旅游区,海南省,三亚市,0.62
2023-7-18,小洞天,海南省,三亚市,0.59
2023-7-18,鹿回头风景区,海南省,三亚市,0.49
2023-7-18,三亚大小洞天旅游区,海南省,三亚市,0.49
2023-7-18,南山海上观音,海南省,三亚市,0.47
2023-7-18,亚龙湾爱立方滨海乐园,海南省,三亚市,0.46
2023-7-18,椰梦长廊,海南省,三亚市,0.45
2023-7-18,三亚千古情景区,海南省,三亚市,0.44
2023-7-18,亚龙湾国际玫瑰谷,海南省,三亚市,0.4
2023-7-18,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.23
2023-7-18,三亚西岛旅游区,海南省,三亚市,0.21
2023-7-18,古崖州城,海南省,三亚市,0.13
2023-7-18,梦幻水上乐园,海南省,三亚市,0.09
2023-7-18,水稻国家公园,海南省,三亚市,0.03
2023-7-19,三亚南山文化旅游区,海南省,三亚市,2.81
2023-7-19,三亚湾,海南省,三亚市,1.77
2023-7-19,亚龙湾热带天堂森林公园,海南省,三亚市,1.5
2023-7-19,天涯海角游览区,海南省,三亚市,1.25
2023-7-19,大东海旅游区,海南省,三亚市,0.63
2023-7-19,三亚西岛旅游区,海南省,三亚市,0.56
2023-7-19,亚龙湾爱立方滨海乐园,海南省,三亚市,0.51
2023-7-19,小洞天,海南省,三亚市,0.48
2023-7-19,鹿回头风景区,海南省,三亚市,0.45
2023-7-19,椰梦长廊,海南省,三亚市,0.41
2023-7-19,南山海上观音,海南省,三亚市,0.4
2023-7-19,三亚大小洞天旅游区,海南省,三亚市,0.39
2023-7-19,三亚千古情景区,海南省,三亚市,0.37
2023-7-19,亚龙湾国际玫瑰谷,海南省,三亚市,0.27
2023-7-19,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.23
2023-7-19,古崖州城,海南省,三亚市,0.11
2023-7-19,梦幻水上乐园,海南省,三亚市,0.09
2023-7-19,水稻国家公园,海南省,三亚市,0.05
2023-7-20,三亚南山文化旅游区,海南省,三亚市,2.43
2023-7-20,三亚湾,海南省,三亚市,1.65
2023-7-20,亚龙湾热带天堂森林公园,海南省,三亚市,1.38
2023-7-20,天涯海角游览区,海南省,三亚市,1.1
2023-7-20,大东海旅游区,海南省,三亚市,0.61
2023-7-20,亚龙湾爱立方滨海乐园,海南省,三亚市,0.49
2023-7-20,三亚西岛旅游区,海南省,三亚市,0.42
2023-7-20,小洞天,海南省,三亚市,0.41
2023-7-20,亚龙湾国际玫瑰谷,海南省,三亚市,0.4
2023-7-20,椰梦长廊,海南省,三亚市,0.38
2023-7-20,鹿回头风景区,海南省,三亚市,0.38
2023-7-20,三亚千古情景区,海南省,三亚市,0.35
2023-7-20,三亚大小洞天旅游区,海南省,三亚市,0.33
2023-7-20,南山海上观音,海南省,三亚市,0.33
2023-7-20,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.21
2023-7-20,古崖州城,海南省,三亚市,0.12
2023-7-20,梦幻水上乐园,海南省,三亚市,0.07
2023-7-20,水稻国家公园,海南省,三亚市,0.03
2023-7-21,三亚南山文化旅游区,海南省,三亚市,2
2023-7-21,三亚湾,海南省,三亚市,1.3
2023-7-21,亚龙湾热带天堂森林公园,海南省,三亚市,1.11
2023-7-21,天涯海角游览区,海南省,三亚市,0.93
2023-7-21,大东海旅游区,海南省,三亚市,0.46
2023-7-21,亚龙湾爱立方滨海乐园,海南省,三亚市,0.38
2023-7-21,亚龙湾国际玫瑰谷,海南省,三亚市,0.37
2023-7-21,小洞天,海南省,三亚市,0.36
2023-7-21,三亚西岛旅游区,海南省,三亚市,0.32
2023-7-21,鹿回头风景区,海南省,三亚市,0.31
2023-7-21,三亚大小洞天旅游区,海南省,三亚市,0.3
2023-7-21,椰梦长廊,海南省,三亚市,0.29
2023-7-21,三亚千古情景区,海南省,三亚市,0.26
2023-7-21,南山海上观音,海南省,三亚市,0.23
2023-7-21,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.17
2023-7-21,古崖州城,海南省,三亚市,0.09
2023-7-21,梦幻水上乐园,海南省,三亚市,0.05
2023-7-21,水稻国家公园,海南省,三亚市,0.03
2023-7-22,三亚南山文化旅游区,海南省,三亚市,1.54
2023-7-22,三亚湾,海南省,三亚市,0.87
2023-7-22,亚龙湾热带天堂森林公园,海南省,三亚市,0.69
2023-7-22,天涯海角游览区,海南省,三亚市,0.63
2023-7-22,大东海旅游区,海南省,三亚市,0.29
2023-7-22,亚龙湾爱立方滨海乐园,海南省,三亚市,0.24
2023-7-22,三亚西岛旅游区,海南省,三亚市,0.22
2023-7-22,小洞天,海南省,三亚市,0.21
2023-7-22,鹿回头风景区,海南省,三亚市,0.21
2023-7-22,三亚大小洞天旅游区,海南省,三亚市,0.2
2023-7-22,亚龙湾国际玫瑰谷,海南省,三亚市,0.2
2023-7-22,椰梦长廊,海南省,三亚市,0.18
2023-7-22,南山海上观音,海南省,三亚市,0.17
2023-7-22,三亚千古情景区,海南省,三亚市,0.16
2023-7-22,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.1
2023-7-22,古崖州城,海南省,三亚市,0.05
2023-7-22,梦幻水上乐园,海南省,三亚市,0.03
2023-7-22,水稻国家公园,海南省,三亚市,0.02
2023-7-23,三亚南山文化旅游区,海南省,三亚市,0.2
2023-7-23,三亚湾,海南省,三亚市,0.15
2023-7-23,亚龙湾热带天堂森林公园,海南省,三亚市,0.13
2023-7-23,天涯海角游览区,海南省,三亚市,0.11
2023-7-23,鹿回头风景区,海南省,三亚市,0.05
2023-7-23,大东海旅游区,海南省,三亚市,0.05
2023-7-23,亚龙湾爱立方滨海乐园,海南省,三亚市,0.04
2023-7-23,三亚西岛旅游区,海南省,三亚市,0.04
2023-7-23,三亚千古情景区,海南省,三亚市,0.04
2023-7-23,椰梦长廊,海南省,三亚市,0.03
2023-7-23,三亚大小洞天旅游区,海南省,三亚市,0.03
2023-7-23,小洞天,海南省,三亚市,0.03
2023-7-23,南山海上观音,海南省,三亚市,0.02
2023-7-23,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.02
2023-7-23,亚龙湾国际玫瑰谷,海南省,三亚市,0.02
2023-7-23,古崖州城,海南省,三亚市,0.01
2023-7-23,梦幻水上乐园,海南省,三亚市,0
2023-7-23,水稻国家公园,海南省,三亚市,0
2023-7-24,三亚南山文化旅游区,海南省,三亚市,0.19
2023-7-24,三亚湾,海南省,三亚市,0.15
2023-7-24,亚龙湾热带天堂森林公园,海南省,三亚市,0.13
2023-7-24,天涯海角游览区,海南省,三亚市,0.1
2023-7-24,鹿回头风景区,海南省,三亚市,0.05
2023-7-24,大东海旅游区,海南省,三亚市,0.05
2023-7-24,亚龙湾爱立方滨海乐园,海南省,三亚市,0.04
2023-7-24,三亚西岛旅游区,海南省,三亚市,0.04
2023-7-24,三亚千古情景区,海南省,三亚市,0.03
2023-7-24,三亚大小洞天旅游区,海南省,三亚市,0.03
2023-7-24,小洞天,海南省,三亚市,0.03
2023-7-24,椰梦长廊,海南省,三亚市,0.03
2023-7-24,三亚海昌梦幻海洋不夜城,海南省,三亚市,0.02
2023-7-24,南山海上观音,海南省,三亚市,0.02
2023-7-24,亚龙湾国际玫瑰谷,海南省,三亚市,0.01
2023-7-24,古崖州城,海南省,三亚市,0.01
2023-7-24,梦幻水上乐园,海南省,三亚市,0
2023-7-24,水稻国家公园,海南省,三亚市,0
2023-7-25,三亚湾,海南省,三亚市,7.51
2023-7-25,三亚南山文化旅游区,海南省,三亚市,7.25
2023-7-25,亚龙湾热带天堂森林公园,海南省,三亚市,4.52
2023-7-25,天涯海角游览区,海南省,三亚市,4.15
2023-7-25,大东海旅游区,海南省,三亚市,2.53
2023-7-25,亚龙湾爱立方滨海乐园,海南省,三亚市,2.42
2023-7-25,椰梦长廊,海南省,三亚市,1.91
2023-7-25,三亚千古情景区,海南省,三亚市,1.89
2023-7-25,鹿回头风景区,海南省,三亚市,1.75
2023-7-25,小洞天,海南省,三亚市,1.4
2023-7-25,三亚海昌梦幻海洋不夜城,海南省,三亚市,1.25
2023-7-25,三亚西岛旅游区,海南省,三亚市,1.25
2023-7-25,三亚大小洞天旅游区,海南省,三亚市,1.18
2023-7-25,南山海上观音,海南省,三亚市,1.02
2023-7-25,亚龙湾国际玫瑰谷,海南省,三亚市,0.77
2023-7-25,古崖州城,海南省,三亚市,0.4
2023-7-25,梦幻水上乐园,海南省,三亚市,0.37
2023-7-25,水稻国家公园,海南省,三亚市,0.12
2023-7-26,三亚湾,海南省,三亚市,8.46
2023-7-26,三亚南山文化旅游区,海南省,三亚市,7.39
2023-7-26,亚龙湾热带天堂森林公园,海南省,三亚市,5.08
2023-7-26,天涯海角游览区,海南省,三亚市,4.49
2023-7-26,大东海旅游区,海南省,三亚市,2.84
2023-7-26,亚龙湾爱立方滨海乐园,海南省,三亚市,2.52
2023-7-26,椰梦长廊,海南省,三亚市,2.31
2023-7-26,三亚千古情景区,海南省,三亚市,2.01
2023-7-26,鹿回头风景区,海南省,三亚市,1.99
2023-7-26,小洞天,海南省,三亚市,1.5
2023-7-26,三亚海昌梦幻海洋不夜城,海南省,三亚市,1.37
2023-7-26,三亚西岛旅游区,海南省,三亚市,1.34
